n,id,voti,voti_nona,idComune
6,6,0,0,153
7,1,0,0,153
7,2,0,0,153
7,3,0,0,153
7,4,0,0,153
8,1,0,0,153
8,2,0,0,153
8,3,0,0,153
8,4,1,0,153
8,5,0,0,153
8,6,0,0,153
9,1,0,0,153
9,2,4,0,153
9,3,1,0,153
9,4,9,0,153
9,5,2,0,153
9,6,1,0,153
10,1,10,0,153
10,2,2,0,153
10,3,3,0,153
10,4,0,0,153
10,5,17,0,153
10,6,2,0,153
11,1,1,0,153
11,2,0,0,153
11,3,0,0,153
11,4,0,0,153
11,5,0,0,153
11,6,0,0,153
12,1,2,0,153
12,2,3,0,153
12,3,1,0,153
12,4,25,0,153
12,5,2,0,153
12,6,1,0,153
13,1,0,0,153
13,2,0,0,153
13,3,2,0,153
13,4,0,0,153
13,5,0,0,153
13,6,0,0,153
14,1,1,0,153
14,2,0,0,153
14,3,0,0,153
14,4,0,0,153
14,5,0,0,153
14,6,0,0,153
15,1,0,0,153
15,2,0,0,153
15,3,0,0,153
15,4,0,0,153
15,5,0,0,153
15,6,0,0,153
16,1,0,0,153
16,2,2,0,153
16,3,0,0,153
16,4,0,0,153
16,5,1,0,153
16,6,2,0,153
17,1,0,0,153
17,2,0,0,153
17,3,0,0,153
17,4,0,0,153
17,5,0,0,153
17,6,0,0,153
18,1,0,0,153
18,2,0,0,153
1,1,0,0,154
1,2,0,0,154
1,3,0,0,154
1,4,0,0,154
2,1,0,0,154
2,2,0,0,154
2,3,0,0,154
2,4,0,0,154
2,5,6,0,154
2,6,1,0,154
3,1,9,0,154
3,2,0,0,154
3,3,0,0,154
3,4,0,0,154
3,5,0,0,154
3,6,0,0,154
4,1,0,0,154
4,2,0,0,154
4,3,0,0,154
4,4,0,0,154
4,5,1,0,154
4,6,0,0,154
5,1,1,0,154
5,2,8,0,154
5,3,1,0,154
5,4,2,0,154
5,5,0,0,154
5,6,1,0,154
6,1,1,0,154
6,2,0,0,154
6,3,0,0,154
6,4,0,0,154
6,5,0,0,154
6,6,0,0,154
7,1,4,0,154
7,2,0,0,154
7,3,0,0,154
7,4,0,0,154
8,1,0,0,154
8,2,7,0,154
8,3,0,0,154
8,4,0,0,154
8,5,1,0,154
8,6,0,0,154
9,1,1,0,154
9,2,23,0,154
9,3,34,0,154
9,4,33,0,154
9,5,2,0,154
9,6,39,0,154
10,1,1,0,154
10,2,0,0,154
10,3,0,0,154
10,4,0,0,154
10,5,16,0,154
10,6,0,0,154
11,1,0,0,154
11,2,0,0,154
11,3,0,0,154
11,4,0,0,154
11,5,0,0,154
11,6,0,0,154
12,1,0,0,154
12,2,0,0,154
12,3,2,0,154
12,4,5,0,154
12,5,7,0,154
12,6,1,0,154
13,1,0,0,154
13,2,0,0,154
13,3,4,0,154
13,4,1,0,154
13,5,0,0,154
13,6,1,0,154
14,1,0,0,154
14,2,0,0,154
14,3,0,0,154
14,4,0,0,154
14,5,0,0,154
14,6,0,0,154
15,1,0,0,154
15,2,0,0,154
15,3,0,0,154
15,4,0,0,154
15,5,0,0,154
15,6,0,0,154
16,1,0,0,154
16,2,0,0,154
16,3,0,0,154
16,4,0,0,154
16,5,0,0,154
16,6,0,0,154
17,1,0,0,154
17,2,0,0,154
17,3,0,0,154
17,4,0,0,154
17,5,0,0,154
17,6,0,0,154
18,1,0,0,154
18,2,0,0,154
1,1,0,0,155
1,2,0,0,155
1,3,0,0,155
1,4,0,0,155
2,1,0,0,155
2,2,0,0,155
2,3,0,0,155
2,4,0,0,155
2,5,14,0,155
2,6,1,0,155
3,1,5,0,155
3,2,0,0,155
3,3,0,0,155
3,4,0,0,155
3,5,0,0,155
3,6,0,0,155
4,1,2,0,155
4,2,0,0,155
4,3,0,0,155
4,4,0,0,155
4,5,0,0,155
4,6,0,0,155
5,1,0,0,155
5,2,5,0,155
5,3,18,0,155
5,4,0,0,155
5,5,0,0,155
5,6,0,0,155
6,1,1,0,155
6,2,0,0,155
6,3,0,0,155
6,4,0,0,155
6,5,0,0,155
6,6,0,0,155
7,1,0,0,155
7,2,0,0,155
7,3,0,0,155
7,4,0,0,155
8,1,0,0,155
8,2,8,0,155
8,3,0,0,155
8,4,3,0,155
8,5,1,0,155
8,6,0,0,155
9,1,0,0,155
9,2,11,0,155
9,3,1,0,155
9,4,38,0,155
9,5,3,0,155
9,6,2,0,155
10,1,0,0,155
10,2,1,0,155
10,3,5,0,155
10,4,0,0,155
10,5,75,0,155
10,6,28,0,155
11,1,6,0,155
11,2,0,0,155
11,3,0,0,155
11,4,0,0,155
11,5,0,0,155
11,6,0,0,155
12,1,5,0,155
12,2,6,0,155
12,3,0,0,155
12,4,9,0,155
12,5,0,0,155
12,6,0,0,155
13,1,0,0,155
13,2,0,0,155
13,3,6,0,155
13,4,0,0,155
13,5,0,0,155
13,6,0,0,155
14,1,2,0,155
14,2,0,0,155
14,3,0,0,155
14,4,0,0,155
14,5,0,0,155
14,6,0,0,155
15,1,0,0,155
15,2,0,0,155
15,3,0,0,155
15,4,0,0,155
15,5,0,0,155
15,6,0,0,155
16,1,0,0,155
16,2,1,0,155
16,3,0,0,155
16,4,0,0,155
16,5,1,0,155
16,6,1,0,155
17,1,0,0,155
17,2,0,0,155
17,3,0,0,155
17,4,0,0,155
17,5,0,0,155
17,6,0,0,155
18,1,3,0,155
18,2,1,0,155
1,1,0,0,156
1,2,1,0,156
1,3,0,0,156
1,4,0,0,156
2,1,0,0,156
2,2,0,0,156
2,3,0,0,156
2,4,0,0,156
3,1,0,0,156
3,2,0,0,156
4,1,0,0,156
4,2,0,0,156
4,3,0,0,156
4,4,0,0,156
5,1,29,0,156
5,2,112,0,156
5,3,12,0,156
5,4,20,0,156
6,1,29,0,156
6,2,73,0,156
6,3,3,0,156
6,4,7,0,156
7,1,23,0,156
7,2,1,0,156
7,3,0,0,156
7,4,7,0,156
8,1,6,0,156
8,2,0,0,156
8,3,3,0,156
8,4,17,0,156
9,1,29,0,156
9,2,2,0,156
9,3,1,0,156
9,4,0,0,156
10,1,2,0,156
10,2,0,0,156
10,3,8,0,156
10,4,0,0,156
11,1,0,0,156
11,2,0,0,156
11,3,0,0,156
11,4,1,0,156
12,1,4,0,156
12,2,0,0,156
12,3,1,0,156
12,4,0,0,156
13,1,6,0,156
13,2,0,0,156
13,3,0,0,156
13,4,0,0,156
14,1,7,0,156
14,2,4,0,156
14,3,5,0,156
14,4,0,0,156
15,1,0,0,156
15,2,0,0,156
15,3,0,0,156
15,4,0,0,156
16,1,195,0,156
16,2,2,0,156
16,3,131,0,156
16,4,3,0,156
17,1,15,0,156
17,2,14,0,156
17,3,1,0,156
17,4,0,0,156
18,1,0,0,156
18,2,0,0,156
18,3,1,0,156
18,4,0,0,156
1,1,0,0,157
1,2,0,0,157
1,3,0,0,157
1,4,0,0,157
2,1,0,0,157
2,2,0,0,157
2,3,0,0,157
2,4,0,0,157
3,1,0,0,157
3,2,0,0,157
4,1,0,0,157
4,2,0,0,157
4,3,0,0,157
4,4,0,0,157
5,1,161,0,157
5,2,116,0,157
5,3,29,0,157
5,4,26,0,157
6,1,29,0,157
6,2,39,0,157
6,3,18,0,157
6,4,10,0,157
7,1,0,0,157
7,2,12,0,157
7,3,0,0,157
7,4,0,0,157
8,1,6,0,157
8,2,0,0,157
8,3,0,0,157
8,4,2,0,157
9,1,12,0,157
9,2,12,0,157
9,3,11,0,157
9,4,0,0,157
10,1,60,0,157
10,2,0,0,157
10,3,5,0,157
10,4,0,0,157
11,1,4,0,157
11,2,4,0,157
11,3,12,0,157
11,4,3,0,157
12,1,26,0,157
12,2,2,0,157
12,3,6,0,157
12,4,0,0,157
13,1,10,0,157
13,2,0,0,157
13,3,13,0,157
13,4,0,0,157
14,1,19,0,157
14,2,7,0,157
14,3,0,0,157
14,4,7,0,157
15,1,5,0,157
15,2,0,0,157
15,3,2,0,157
15,4,2,0,157
16,1,51,0,157
16,2,62,0,157
16,3,22,0,157
16,4,14,0,157
17,1,2,0,157
17,2,0,0,157
17,3,24,0,157
17,4,0,0,157
18,1,8,0,157
18,2,1,0,157
18,3,110,0,157
18,4,7,0,157
1,1,0,0,158
1,2,0,0,158
1,3,0,0,158
1,4,0,0,158
2,1,0,0,158
2,2,0,0,158
2,3,2,0,158
2,4,0,0,158
3,1,0,0,158
3,2,0,0,158
4,1,0,0,158
4,2,0,0,158
4,3,0,0,158
4,4,0,0,158
5,1,39,0,158
5,2,80,0,158
5,3,26,0,158
5,4,15,0,158
6,1,60,0,158
6,2,38,0,158
6,3,47,0,158
6,4,18,0,158
7,1,6,0,158
7,2,3,0,158
7,3,0,0,158
7,4,3,0,158
8,1,6,0,158
8,2,0,0,158
8,3,1,0,158
8,4,9,0,158
9,1,17,0,158
9,2,1,0,158
9,3,9,0,158
9,4,4,0,158
10,1,0,0,158
10,2,0,0,158
10,3,2,0,158
10,4,0,0,158
11,1,2,0,158
11,2,1,0,158
11,3,0,0,158
11,4,2,0,158
12,1,3,0,158
12,2,2,0,158
12,3,2,0,158
12,4,1,0,158
13,1,14,0,158
13,2,1,0,158
13,3,0,0,158
13,4,0,0,158
14,1,13,0,158
14,2,9,0,158
14,3,0,0,158
14,4,0,0,158
15,1,1,0,158
15,2,0,0,158
15,3,0,0,158
15,4,0,0,158
16,1,77,0,158
16,2,50,0,158
16,3,50,0,158
16,4,3,0,158
17,1,14,0,158
17,2,12,0,158
17,3,4,0,158
17,4,0,0,158
18,1,3,0,158
18,2,5,0,158
18,3,2,0,158
18,4,4,0,158
1,1,0,0,159
1,2,0,0,159
1,3,0,0,159
1,4,0,0,159
2,1,1,0,159
2,2,0,0,159
2,3,0,0,159
2,4,0,0,159
3,1,0,0,159
3,2,0,0,159
4,1,0,0,159
4,2,0,0,159
4,3,0,0,159
4,4,0,0,159
5,1,5,0,159
5,2,53,0,159
5,3,3,0,159
5,4,6,0,159
6,1,9,0,159
6,2,12,0,159
6,3,5,0,159
6,4,8,0,159
7,1,9,0,159
7,2,0,0,159
7,3,0,0,159
7,4,1,0,159
8,1,20,0,159
8,2,0,0,159
8,3,85,0,159
8,4,3,0,159
9,1,17,0,159
9,2,1,0,159
9,3,0,0,159
9,4,1,0,159
10,1,0,0,159
10,2,0,0,159
10,3,3,0,159
10,4,0,0,159
11,1,0,0,159
11,2,1,0,159
11,3,0,0,159
11,4,2,0,159
12,1,2,0,159
12,2,1,0,159
12,3,0,0,159
12,4,0,0,159
13,1,0,0,159
13,2,0,0,159
13,3,0,0,159
13,4,0,0,159
14,1,2,0,159
14,2,0,0,159
14,3,1,0,159
14,4,0,0,159
15,1,0,0,159
15,2,0,0,159
15,3,0,0,159
15,4,0,0,159
16,1,80,0,159
16,2,3,0,159
16,3,23,0,159
16,4,0,0,159
17,1,0,0,159
17,2,0,0,159
17,3,0,0,159
17,4,0,0,159
18,1,0,0,159
18,2,0,0,159
18,3,0,0,159
18,4,0,0,159
1,1,1,0,15
1,2,0,0,15
1,3,0,0,15
1,4,0,0,15
1,5,2,0,15
1,6,0,0,15
1,7,1,0,15
2,1,0,0,15
2,2,0,0,15
2,3,0,0,15
2,4,0,0,15
2,5,0,0,15
3,1,1,0,15
3,2,0,0,15
3,3,0,0,15
3,4,0,0,15
3,5,0,0,15
3,6,0,0,15
3,7,0,0,15
4,1,0,0,15
4,2,2,0,15
4,3,1,0,15
4,4,0,0,15
4,5,42,0,15
4,6,0,0,15
5,1,8,0,15
5,2,1,0,15
5,3,6,0,15
5,4,1,0,15
5,5,0,0,15
5,6,0,0,15
5,7,0,0,15
6,1,263,0,15
6,2,12,0,15
6,3,1,0,15
6,4,5,0,15
6,5,2,0,15
6,6,0,0,15
6,7,159,0,15
7,1,2,0,15
7,2,2,0,15
7,3,0,0,15
7,4,0,0,15
7,5,0,0,15
7,6,0,0,15
7,7,0,0,15
8,1,16,0,15
8,2,0,0,15
8,3,0,0,15
8,4,0,0,15
8,5,0,0,15
8,6,0,0,15
8,7,3,0,15
9,1,1,0,15
9,2,0,0,15
9,3,0,0,15
9,4,0,0,15
9,5,1,0,15
9,6,0,0,15
9,7,0,0,15
10,1,26,0,15
10,2,3,0,15
10,3,1,0,15
10,4,1,0,15
10,5,1,0,15
10,6,1,0,15
10,7,46,0,15
11,1,9,0,15
11,2,0,0,15
11,3,0,0,15
11,4,1,0,15
11,5,0,0,15
11,6,0,0,15
11,7,5,0,15
12,1,28,0,15
12,2,2,0,15
12,3,0,0,15
12,4,1,0,15
12,5,3,0,15
12,6,6,0,15
12,7,2,0,15
13,1,7,0,15
13,2,2,0,15
13,3,3,0,15
13,4,5,0,15
13,5,1,0,15
13,6,2,0,15
13,7,0,0,15
14,1,61,0,15
14,2,2,0,15
14,3,4,0,15
14,4,4,0,15
14,5,2,0,15
14,6,10,0,15
14,7,10,0,15
15,1,0,0,15
15,2,0,0,15
15,3,0,0,15
15,4,0,0,15
15,5,0,0,15
15,6,0,0,15
15,7,0,0,15
16,1,0,0,15
16,2,0,0,15
16,3,0,0,15
16,4,0,0,15
16,5,0,0,15
16,6,1,0,15
16,7,0,0,15
17,1,4,0,15
17,2,0,0,15
17,3,3,0,15
17,4,5,0,15
17,5,3,0,15
17,6,0,0,15
17,7,0,0,15
18,1,6,0,15
18,2,0,0,15
18,3,0,0,15
18,4,0,0,15
1,1,7,0,160
1,2,6,0,160
1,3,0,0,160
1,4,0,0,160
2,1,9,0,160
2,2,5,0,160
2,3,12,0,160
2,4,3,0,160
3,1,4,0,160
3,2,1,0,160
4,1,11,0,160
4,2,26,0,160
4,3,0,0,160
4,4,2,0,160
5,1,207,0,160
5,2,3904,0,160
5,3,191,0,160
5,4,468,0,160
6,1,1778,0,160
6,2,1274,0,160
6,3,154,0,160
6,4,260,0,160
7,1,130,0,160
7,2,48,0,160
7,3,5,0,160
7,4,89,0,160
8,1,150,0,160
8,2,55,0,160
8,3,47,0,160
8,4,905,0,160
9,1,1022,0,160
9,2,20,0,160
9,3,12,0,160
9,4,100,0,160
10,1,22,0,160
10,2,1,0,160
10,3,169,0,160
10,4,7,0,160
11,1,38,0,160
11,2,42,0,160
11,3,46,0,160
11,4,84,0,160
12,1,166,0,160
12,2,30,0,160
12,3,56,0,160
12,4,7,0,160
13,1,105,0,160
13,2,24,0,160
13,3,14,0,160
13,4,3,0,160
14,1,86,0,160
14,2,207,0,160
14,3,242,0,160
14,4,4,0,160
15,1,41,0,160
15,2,7,0,160
15,3,8,0,160
15,4,15,0,160
16,1,2568,0,160
16,2,327,0,160
16,3,1456,0,160
16,4,84,0,160
17,1,318,0,160
17,2,67,0,160
17,3,52,0,160
17,4,9,0,160
18,1,25,0,160
18,2,17,0,160
18,3,24,0,160
18,4,7,0,160
1,1,0,0,161
1,2,0,0,161
1,3,0,0,161
1,4,0,0,161
2,1,0,0,161
2,2,0,0,161
2,3,0,0,161
2,4,0,0,161
3,1,0,0,161
3,2,0,0,161
4,1,1,0,161
4,2,0,0,161
4,3,0,0,161
4,4,0,0,161
5,1,4,0,161
5,2,35,0,161
5,3,19,0,161
5,4,7,0,161
6,1,29,0,161
6,2,8,0,161
6,3,4,0,161
6,4,20,0,161
7,1,0,0,161
7,2,0,0,161
7,3,0,0,161
7,4,0,0,161
8,1,0,0,161
8,2,0,0,161
8,3,0,0,161
8,4,0,0,161
9,1,13,0,161
9,2,14,0,161
9,3,0,0,161
9,4,0,0,161
10,1,0,0,161
10,2,0,0,161
10,3,0,0,161
10,4,0,0,161
11,1,0,0,161
11,2,0,0,161
11,3,1,0,161
11,4,1,0,161
12,1,2,0,161
12,2,0,0,161
12,3,1,0,161
12,4,1,0,161
13,1,3,0,161
13,2,0,0,161
13,3,0,0,161
13,4,1,0,161
14,1,4,0,161
14,2,0,0,161
14,3,0,0,161
14,4,0,0,161
15,1,2,0,161
15,2,0,0,161
15,3,0,0,161
15,4,0,0,161
16,1,46,0,161
16,2,36,0,161
16,3,14,0,161
16,4,2,0,161
17,1,0,0,161
17,2,0,0,161
17,3,0,0,161
17,4,1,0,161
18,1,0,0,161
18,2,0,0,161
18,3,2,0,161
18,4,0,0,161
1,1,19,0,162
1,2,3,0,162
1,3,0,0,162
1,4,0,0,162
2,1,0,0,162
2,2,0,0,162
2,3,3,0,162
2,4,1,0,162
3,1,3,0,162
3,2,2,0,162
4,1,2,0,162
4,2,7,0,162
4,3,1,0,162
4,4,1,0,162
5,1,91,0,162
5,2,343,0,162
5,3,241,0,162
5,4,35,0,162
6,1,114,0,162
6,2,82,0,162
6,3,90,0,162
6,4,21,0,162
7,1,13,0,162
7,2,13,0,162
7,3,3,0,162
7,4,7,0,162
8,1,4,0,162
8,2,3,0,162
8,3,2,0,162
8,4,37,0,162
9,1,37,0,162
9,2,4,0,162
9,3,6,0,162
9,4,7,0,162
10,1,2,0,162
10,2,0,0,162
10,3,2,0,162
10,4,1,0,162
11,1,20,0,162
11,2,50,0,162
11,3,8,0,162
11,4,11,0,162
12,1,42,0,162
12,2,19,0,162
12,3,23,0,162
12,4,2,0,162
13,1,67,0,162
13,2,7,0,162
13,3,3,0,162
13,4,0,0,162
14,1,19,0,162
14,2,15,0,162
14,3,8,0,162
14,4,7,0,162
15,1,7,0,162
15,2,2,0,162
15,3,0,0,162
15,4,0,0,162
16,1,287,0,162
16,2,55,0,162
16,3,172,0,162
16,4,28,0,162
17,1,93,0,162
17,2,213,0,162
17,3,9,0,162
17,4,3,0,162
18,1,8,0,162
18,2,6,0,162
18,3,4,0,162
18,4,0,0,162
1,1,1,0,163
1,2,0,0,163
1,3,0,0,163
1,4,0,0,163
2,1,0,0,163
2,2,1,0,163
2,3,13,0,163
2,4,0,0,163
3,1,5,0,163
3,2,0,0,163
4,1,0,0,163
4,2,0,0,163
4,3,0,0,163
4,4,0,0,163
5,1,34,0,163
5,2,174,0,163
5,3,19,0,163
5,4,2,0,163
6,1,32,0,163
6,2,14,0,163
6,3,30,0,163
6,4,52,0,163
7,1,1,0,163
7,2,1,0,163
7,3,0,0,163
7,4,0,0,163
8,1,2,0,163
8,2,0,0,163
8,3,0,0,163
8,4,10,0,163
9,1,26,0,163
9,2,0,0,163
9,3,0,0,163
9,4,2,0,163
10,1,0,0,163
10,2,0,0,163
10,3,2,0,163
10,4,0,0,163
11,1,0,0,163
11,2,0,0,163
11,3,0,0,163
11,4,1,0,163
12,1,6,0,163
12,2,1,0,163
12,3,8,0,163
12,4,0,0,163
13,1,22,0,163
13,2,6,0,163
13,3,5,0,163
13,4,5,0,163
14,1,43,0,163
14,2,19,0,163
14,3,1,0,163
14,4,2,0,163
15,1,0,0,163
15,2,0,0,163
15,3,0,0,163
15,4,0,0,163
16,1,72,0,163
16,2,40,0,163
16,3,83,0,163
16,4,0,0,163
17,1,28,0,163
17,2,3,0,163
17,3,3,0,163
17,4,0,0,163
18,1,0,0,163
18,2,1,0,163
18,3,1,0,163
18,4,1,0,163
1,1,0,0,164
1,2,0,0,164
1,3,0,0,164
1,4,0,0,164
2,1,0,0,164
2,2,0,0,164
2,3,4,0,164
2,4,0,0,164
3,1,0,0,164
3,2,0,0,164
4,1,3,0,164
4,2,0,0,164
4,3,2,0,164
4,4,0,0,164
5,1,20,0,164
5,2,60,0,164
5,3,19,0,164
5,4,12,0,164
6,1,6,0,164
6,2,16,0,164
6,3,21,0,164
6,4,9,0,164
7,1,1,0,164
7,2,8,0,164
7,3,1,0,164
7,4,0,0,164
8,1,0,0,164
8,2,0,0,164
8,3,3,0,164
8,4,5,0,164
9,1,19,0,164
9,2,1,0,164
9,3,1,0,164
9,4,8,0,164
10,1,0,0,164
10,2,0,0,164
10,3,1,0,164
10,4,0,0,164
11,1,3,0,164
11,2,1,0,164
11,3,0,0,164
11,4,0,0,164
12,1,8,0,164
12,2,1,0,164
12,3,7,0,164
12,4,0,0,164
13,1,51,0,164
13,2,1,0,164
13,3,1,0,164
13,4,0,0,164
14,1,2,0,164
14,2,3,0,164
14,3,0,0,164
14,4,0,0,164
15,1,5,0,164
15,2,0,0,164
15,3,0,0,164
15,4,0,0,164
16,1,223,0,164
16,2,21,0,164
16,3,180,0,164
16,4,10,0,164
17,1,7,0,164
17,2,30,0,164
17,3,3,0,164
17,4,0,0,164
18,1,1,0,164
18,2,1,0,164
18,3,0,0,164
18,4,1,0,164
1,1,0,0,165
1,2,0,0,165
1,3,0,0,165
1,4,0,0,165
2,1,0,0,165
2,2,0,0,165
2,3,2,0,165
2,4,1,0,165
3,1,3,0,165
3,2,0,0,165
4,1,0,0,165
4,2,1,0,165
4,3,0,0,165
4,4,0,0,165
5,1,32,0,165
5,2,69,0,165
5,3,27,0,165
5,4,10,0,165
6,1,27,0,165
6,2,37,0,165
6,3,48,0,165
6,4,19,0,165
7,1,1,0,165
7,2,4,0,165
7,3,0,0,165
7,4,1,0,165
8,1,3,0,165
8,2,0,0,165
8,3,1,0,165
8,4,4,0,165
9,1,17,0,165
9,2,2,0,165
9,3,0,0,165
9,4,0,0,165
10,1,1,0,165
10,2,0,0,165
10,3,12,0,165
10,4,6,0,165
11,1,19,0,165
11,2,16,0,165
11,3,4,0,165
11,4,0,0,165
12,1,9,0,165
12,2,2,0,165
12,3,9,0,165
12,4,0,0,165
13,1,663,0,165
13,2,55,0,165
13,3,2,0,165
13,4,0,0,165
14,1,17,0,165
14,2,17,0,165
14,3,1,0,165
14,4,0,0,165
15,1,1,0,165
15,2,0,0,165
15,3,1,0,165
15,4,1,0,165
16,1,108,0,165
16,2,25,0,165
16,3,46,0,165
16,4,9,0,165
17,1,20,0,165
17,2,12,0,165
17,3,9,0,165
17,4,2,0,165
18,1,1,0,165
18,2,1,0,165
18,3,0,0,165
18,4,1,0,165
1,1,0,0,166
1,2,0,0,166
1,3,0,0,166
1,4,0,0,166
2,1,0,0,166
2,2,0,0,166
2,3,0,0,166
2,4,0,0,166
3,1,0,0,166
3,2,0,0,166
4,1,1,0,166
4,2,1,0,166
4,3,0,0,166
4,4,0,0,166
5,1,8,0,166
5,2,284,0,166
5,3,7,0,166
5,4,45,0,166
6,1,45,0,166
6,2,44,0,166
6,3,6,0,166
6,4,30,0,166
7,1,2,0,166
7,2,1,0,166
7,3,3,0,166
7,4,4,0,166
8,1,48,0,166
8,2,0,0,166
8,3,5,0,166
8,4,2,0,166
9,1,23,0,166
9,2,4,0,166
9,3,7,0,166
9,4,2,0,166
10,1,0,0,166
10,2,0,0,166
10,3,3,0,166
10,4,0,0,166
11,1,0,0,166
11,2,0,0,166
11,3,0,0,166
11,4,0,0,166
12,1,1,0,166
12,2,6,0,166
12,3,1,0,166
12,4,0,0,166
13,1,0,0,166
13,2,0,0,166
13,3,0,0,166
13,4,0,0,166
14,1,0,0,166
14,2,0,0,166
14,3,8,0,166
14,4,2,0,166
15,1,1,0,166
15,2,0,0,166
15,3,0,0,166
15,4,0,0,166
16,1,175,0,166
16,2,4,0,166
16,3,413,0,166
16,4,2,0,166
17,1,3,0,166
17,2,0,0,166
17,3,7,0,166
17,4,0,0,166
18,1,2,0,166
18,2,2,0,166
18,3,3,0,166
18,4,3,0,166
1,1,0,0,167
1,2,0,0,167
1,3,0,0,167
1,4,0,0,167
2,1,0,0,167
2,2,0,0,167
2,3,0,0,167
2,4,1,0,167
3,1,1,0,167
3,2,1,0,167
4,1,0,0,167
4,2,0,0,167
4,3,0,0,167
4,4,0,0,167
5,1,17,0,167
5,2,18,0,167
5,3,2,0,167
5,4,8,0,167
6,1,0,0,167
6,2,21,0,167
6,3,3,0,167
6,4,65,0,167
7,1,1,0,167
7,2,0,0,167
7,3,1,0,167
7,4,0,0,167
8,1,1,0,167
8,2,0,0,167
8,3,0,0,167
8,4,0,0,167
9,1,16,0,167
9,2,2,0,167
9,3,0,0,167
9,4,0,0,167
10,1,1,0,167
10,2,0,0,167
10,3,1,0,167
10,4,0,0,167
11,1,2,0,167
11,2,0,0,167
11,3,4,0,167
11,4,0,0,167
12,1,3,0,167
12,2,0,0,167
12,3,1,0,167
12,4,1,0,167
13,1,4,0,167
13,2,0,0,167
13,3,0,0,167
13,4,0,0,167
14,1,3,0,167
14,2,0,0,167
14,3,0,0,167
14,4,0,0,167
15,1,0,0,167
15,2,0,0,167
15,3,0,0,167
15,4,0,0,167
16,1,56,0,167
16,2,124,0,167
16,3,6,0,167
16,4,1,0,167
17,1,1,0,167
17,2,1,0,167
17,3,3,0,167
17,4,1,0,167
18,1,0,0,167
18,2,0,0,167
18,3,3,0,167
18,4,0,0,167
1,1,1,0,168
1,2,0,0,168
1,3,0,0,168
1,4,0,0,168
2,1,0,0,168
2,2,3,0,168
2,3,4,0,168
2,4,0,0,168
3,1,0,0,168
3,2,0,0,168
4,1,2,0,168
4,2,2,0,168
4,3,0,0,168
4,4,0,0,168
5,1,40,0,168
5,2,141,0,168
5,3,16,0,168
5,4,10,0,168
6,1,72,0,168
6,2,69,0,168
6,3,30,0,168
6,4,87,0,168
7,1,1,0,168
7,2,0,0,168
7,3,5,0,168
7,4,0,0,168
8,1,6,0,168
8,2,0,0,168
8,3,1,0,168
8,4,2,0,168
9,1,13,0,168
9,2,7,0,168
9,3,8,0,168
9,4,1,0,168
10,1,12,0,168
10,2,1,0,168
10,3,2,0,168
10,4,0,0,168
11,1,7,0,168
11,2,2,0,168
11,3,5,0,168
11,4,5,0,168
12,1,15,0,168
12,2,31,0,168
12,3,2,0,168
12,4,0,0,168
13,1,14,0,168
13,2,1,0,168
13,3,13,0,168
13,4,36,0,168
14,1,31,0,168
14,2,5,0,168
14,3,0,0,168
14,4,6,0,168
15,1,2,0,168
15,2,1,0,168
15,3,0,0,168
15,4,4,0,168
16,1,72,0,168
16,2,136,0,168
16,3,24,0,168
16,4,26,0,168
17,1,1,0,168
17,2,2,0,168
17,3,10,0,168
17,4,0,0,168
18,1,3,0,168
18,2,0,0,168
18,3,5,0,168
18,4,0,0,168
1,1,0,0,169
1,2,0,0,169
1,3,0,0,169
1,4,0,0,169
2,1,4,0,169
2,2,2,0,169
2,3,3,0,169
2,4,0,0,169
3,1,0,0,169
3,2,0,0,169
4,1,7,0,169
4,2,6,0,169
4,3,0,0,169
4,4,0,0,169
5,1,38,0,169
5,2,467,0,169
5,3,38,0,169
5,4,213,0,169
6,1,214,0,169
6,2,219,0,169
6,3,35,0,169
6,4,51,0,169
7,1,17,0,169
7,2,14,0,169
7,3,3,0,169
7,4,5,0,169
8,1,24,0,169
8,2,4,0,169
8,3,11,0,169
8,4,75,0,169
9,1,148,0,169
9,2,1,0,169
9,3,4,0,169
9,4,18,0,169
10,1,4,0,169
10,2,1,0,169
10,3,69,0,169
10,4,1,0,169
11,1,3,0,169
11,2,4,0,169
11,3,2,0,169
11,4,14,0,169
12,1,32,0,169
12,2,18,0,169
12,3,18,0,169
12,4,2,0,169
13,1,17,0,169
13,2,1,0,169
13,3,2,0,169
13,4,0,0,169
14,1,23,0,169
14,2,30,0,169
14,3,26,0,169
14,4,0,0,169
15,1,1,0,169
15,2,5,0,169
15,3,0,0,169
15,4,0,0,169
16,1,487,0,169
16,2,70,0,169
16,3,267,0,169
16,4,21,0,169
17,1,56,0,169
17,2,19,0,169
17,3,4,0,169
17,4,1,0,169
18,1,0,0,169
18,2,3,0,169
18,3,2,0,169
18,4,1,0,169
1,1,2,0,16
1,2,0,0,16
1,3,1,0,16
1,4,0,0,16
1,5,3,0,16
1,6,2,0,16
1,7,1,0,16
2,1,0,0,16
2,2,0,0,16
2,3,0,0,16
2,4,0,0,16
2,5,0,0,16
3,1,1,0,16
3,2,0,0,16
3,3,0,0,16
3,4,0,0,16
3,5,0,0,16
3,6,0,0,16
3,7,0,0,16
4,1,9,0,16
4,2,3,0,16
4,3,0,0,16
4,4,0,0,16
4,5,24,0,16
4,6,0,0,16
5,1,4,0,16
5,2,1,0,16
5,3,0,0,16
5,4,1,0,16
5,5,0,0,16
