id,voti,voti_nona,idComune
15,9,0,6
13,41,0,6
18,30,0,6
2,5,0,6
5,119,0,6
9,16,0,6
6,258,0,6
10,7,0,6
8,23,0,6
7,17,0,6
3,2,0,6
2,51,0,70
3,24,0,70
16,3343,0,70
14,245,0,70
15,181,0,70
17,184,0,70
18,259,0,70
13,192,0,70
12,738,0,70
11,673,0,70
4,176,0,70
7,63,0,70
9,322,0,70
6,1718,0,70
8,347,0,70
10,39,0,70
5,2143,0,70
2,18,0,71
3,11,0,71
16,796,0,71
14,31,0,71
15,41,0,71
17,66,0,71
18,72,0,71
13,69,0,71
12,207,0,71
11,65,0,71
4,37,0,71
7,225,0,71
9,148,0,71
6,1117,0,71
8,18,0,71
10,16,0,71
5,789,0,71
2,8,0,72
3,9,0,72
16,140,0,72
14,17,0,72
15,7,0,72
17,28,0,72
18,19,0,72
13,91,0,72
12,74,0,72
11,14,0,72
4,11,0,72
7,20,0,72
9,29,0,72
6,236,0,72
8,1,0,72
10,14,0,72
5,139,0,72
2,92,0,73
3,63,0,73
16,5203,0,73
14,360,0,73
15,434,0,73
17,279,0,73
18,414,0,73
13,422,0,73
12,1226,0,73
11,724,0,73
4,297,0,73
7,187,0,73
9,520,0,73
6,3461,0,73
8,232,0,73
10,91,0,73
5,1861,0,73
2,27,0,74
3,24,0,74
16,839,0,74
14,109,0,74
15,138,0,74
17,107,0,74
18,107,0,74
13,98,0,74
12,478,0,74
11,93,0,74
4,74,0,74
7,727,0,74
9,548,0,74
6,1040,0,74
8,353,0,74
10,11,0,74
5,843,0,74
2,8,0,75
3,9,0,75
16,825,0,75
14,31,0,75
15,43,0,75
17,31,0,75
18,33,0,75
13,50,0,75
12,165,0,75
11,59,0,75
4,30,0,75
7,22,0,75
9,168,0,75
6,597,0,75
8,20,0,75
10,7,0,75
5,363,0,75
2,4,0,76
3,2,0,76
16,109,0,76
14,5,0,76
15,8,0,76
17,5,0,76
18,12,0,76
13,22,0,76
12,23,0,76
11,9,0,76
4,6,0,76
7,10,0,76
9,10,0,76
6,130,0,76
8,21,0,76
10,1,0,76
5,92,0,76
2,3,0,77
3,5,0,77
16,426,0,77
14,25,0,77
15,36,0,77
17,32,0,77
18,49,0,77
13,26,0,77
12,133,0,77
11,105,0,77
4,29,0,77
7,19,0,77
9,49,0,77
6,321,0,77
8,16,0,77
10,6,0,77
5,174,0,77
2,3,0,78
3,9,0,78
16,361,0,78
14,19,0,78
15,30,0,78
17,8,0,78
18,17,0,78
13,29,0,78
12,71,0,78
11,14,0,78
4,15,0,78
7,7,0,78
9,28,0,78
6,129,0,78
8,11,0,78
10,2,0,78
5,69,0,78
2,19,0,79
3,28,0,79
16,1059,0,79
14,195,0,79
15,46,0,79
17,116,0,79
18,151,0,79
13,120,0,79
12,313,0,79
11,98,0,79
4,47,0,79
7,27,0,79
9,106,0,79
6,667,0,79
8,240,0,79
10,26,0,79
5,588,0,79
11,2,0,7
1,0,0,7
4,8,0,7
12,32,0,7
14,4,0,7
16,136,0,7
17,170,0,7
15,0,0,7
13,1,0,7
18,11,0,7
2,2,0,7
5,177,0,7
9,42,0,7
6,216,0,7
10,5,0,7
8,1,0,7
7,7,0,7
3,3,0,7
2,6,0,80
3,1,0,80
16,360,0,80
14,19,0,80
15,69,0,80
17,19,0,80
18,22,0,80
13,30,0,80
12,99,0,80
11,32,0,80
4,12,0,80
7,18,0,80
9,56,0,80
6,291,0,80
8,13,0,80
10,4,0,80
5,186,0,80
2,14,0,81
3,10,0,81
16,994,0,81
14,40,0,81
15,55,0,81
17,47,0,81
18,130,0,81
13,110,0,81
12,218,0,81
11,121,0,81
4,37,0,81
7,21,0,81
9,64,0,81
6,510,0,81
8,35,0,81
10,14,0,81
5,441,0,81
2,5,0,82
3,3,0,82
16,198,0,82
14,12,0,82
15,16,0,82
17,26,0,82
18,19,0,82
13,20,0,82
12,45,0,82
11,18,0,82
4,17,0,82
7,13,0,82
9,29,0,82
6,150,0,82
8,18,0,82
10,4,0,82
5,91,0,82
2,11,0,83
3,14,0,83
16,379,0,83
14,44,0,83
15,23,0,83
17,27,0,83
18,35,0,83
13,24,0,83
12,94,0,83
11,17,0,83
4,31,0,83
7,31,0,83
9,155,0,83
6,451,0,83
8,7,0,83
10,4,0,83
5,339,0,83
2,6,0,84
3,4,0,84
16,235,0,84
14,38,0,84
15,21,0,84
17,21,0,84
18,35,0,84
13,23,0,84
12,69,0,84
11,11,0,84
4,12,0,84
7,35,0,84
9,31,0,84
6,163,0,84
8,5,0,84
10,1,0,84
5,187,0,84
2,70,0,85
3,58,0,85
16,3981,0,85
14,193,0,85
15,241,0,85
17,158,0,85
18,392,0,85
13,168,0,85
12,1028,0,85
11,180,0,85
4,312,0,85
7,2751,0,85
9,333,0,85
6,2439,0,85
8,71,0,85
10,28,0,85
5,2224,0,85
2,12,0,86
3,19,0,86
16,571,0,86
14,22,0,86
15,20,0,86
17,87,0,86
18,79,0,86
13,88,0,86
12,131,0,86
11,31,0,86
4,25,0,86
7,43,0,86
9,88,0,86
6,459,0,86
8,73,0,86
10,15,0,86
5,452,0,86
2,10,0,87
3,3,0,87
16,314,0,87
14,21,0,87
15,13,0,87
17,31,0,87
18,38,0,87
13,37,0,87
12,52,0,87
11,18,0,87
4,16,0,87
7,32,0,87
9,53,0,87
6,264,0,87
8,29,0,87
10,7,0,87
5,328,0,87
2,1,0,88
3,1,0,88
16,77,0,88
14,8,0,88
15,6,0,88
17,3,0,88
18,4,0,88
13,9,0,88
12,19,0,88
11,10,0,88
4,6,0,88
7,4,0,88
9,19,0,88
6,59,0,88
8,22,0,88
10,0,0,88
5,39,0,88
2,13,0,89
3,15,0,89
16,467,0,89
14,83,0,89
15,35,0,89
17,42,0,89
18,67,0,89
13,64,0,89
12,162,0,89
11,32,0,89
4,26,0,89
7,81,0,89
9,64,0,89
6,370,0,89
8,7,0,89
10,4,0,89
5,353,0,89
11,42,0,8
1,1,0,8
4,24,0,8
12,307,0,8
14,105,0,8
16,495,0,8
17,42,0,8
15,26,0,8
13,52,0,8
18,81,0,8
2,8,0,8
5,390,0,8
9,320,0,8
6,1225,0,8
10,17,0,8
8,44,0,8
7,87,0,8
3,22,0,8
2,1,0,90
3,6,0,90
16,167,0,90
14,13,0,90
15,19,0,90
17,9,0,90
18,14,0,90
13,78,0,90
12,52,0,90
11,8,0,90
4,7,0,90
7,6,0,90
9,35,0,90
6,180,0,90
8,25,0,90
10,2,0,90
5,127,0,90
2,2,0,91
3,4,0,91
16,256,0,91
14,43,0,91
15,21,0,91
17,12,0,91
18,20,0,91
13,22,0,91
12,57,0,91
11,18,0,91
4,9,0,91
7,22,0,91
9,14,0,91
6,191,0,91
8,6,0,91
10,6,0,91
5,119,0,91
2,1,0,92
3,1,0,92
16,96,0,92
14,3,0,92
15,2,0,92
17,7,0,92
18,11,0,92
13,14,0,92
12,22,0,92
11,10,0,92
4,3,0,92
7,2,0,92
9,16,0,92
6,98,0,92
8,3,0,92
10,1,0,92
5,50,0,92
2,8,0,93
3,3,0,93
16,490,0,93
14,31,0,93
15,22,0,93
17,41,0,93
18,33,0,93
13,59,0,93
12,126,0,93
11,31,0,93
4,41,0,93
7,70,0,93
9,39,0,93
6,408,0,93
8,16,0,93
10,17,0,93
5,215,0,93
2,9,0,94
3,10,0,94
16,501,0,94
14,21,0,94
15,26,0,94
17,175,0,94
18,63,0,94
13,56,0,94
12,219,0,94
11,19,0,94
4,48,0,94
7,167,0,94
9,112,0,94
6,798,0,94
8,8,0,94
10,37,0,94
5,438,0,94
2,103,0,95
3,99,0,95
16,5741,0,95
14,704,0,95
15,263,0,95
17,671,0,95
18,957,0,95
13,822,0,95
12,972,0,95
11,768,0,95
4,232,0,95
7,113,0,95
9,926,0,95
6,2309,0,95
8,931,0,95
10,54,0,95
5,2345,0,95
2,8,0,96
3,17,0,96
16,513,0,96
14,18,0,96
15,18,0,96
17,50,0,96
18,41,0,96
13,58,0,96
12,87,0,96
11,13,0,96
4,28,0,96
7,13,0,96
9,35,0,96
6,274,0,96
8,12,0,96
10,4,0,96
5,180,0,96
2,5,0,97
3,8,0,97
16,313,0,97
14,21,0,97
15,25,0,97
17,11,0,97
18,47,0,97
13,22,0,97
12,87,0,97
11,12,0,97
4,29,0,97
7,7,0,97
9,42,0,97
6,233,0,97
8,19,0,97
10,6,0,97
5,198,0,97
2,6,0,98
3,11,0,98
16,483,0,98
14,42,0,98
15,25,0,98
17,27,0,98
18,66,0,98
13,55,0,98
12,106,0,98
11,12,0,98
4,36,0,98
7,43,0,98
9,76,0,98
6,387,0,98
8,16,0,98
10,8,0,98
5,350,0,98
2,4,0,99
3,5,0,99
16,225,0,99
14,18,0,99
15,13,0,99
17,45,0,99
18,18,0,99
13,19,0,99
12,58,0,99
11,5,0,99
4,17,0,99
7,17,0,99
9,21,0,99
6,246,0,99
8,6,0,99
10,3,0,99
5,113,0,99
11,342,0,9
1,36,0,9
4,215,0,9
12,2551,0,9
14,787,0,9
16,6239,0,9
17,261,0,9
15,509,0,9
13,618,0,9
18,933,0,9
2,132,0,9
5,3048,0,9
9,2295,0,9
6,7129,0,9
10,85,0,9
8,495,0,9
7,588,0,9
3,161,0,9
