nlista,nlistamacro,nrcandi,nome,nome2,blocco_ins,idComune
2,2,3,ROBERTO MARCOIONNI,ROBERTO MARCOIONNI,N,186
2,2,2,MARIA ROSA FERRITTO,MARIA ROSA FERRITTO,N,186
2,2,1,DOMENICO MASTRANGELO,DOMENICO MASTRANGELO,N,186
2,2,4,ASSUNTA COSIGNANI,ASSUNTA COSIGNANI,N,186
3,3,1,ADRIANO GALOSI,ADRIANO GALOSI,N,186
3,3,2,ALESSANDRA BOCCHI,ALESSANDRA BOCCHI,N,186
4,4,1,MARIANELLA FIORAVANTI,MARIANELLA FIORAVANTI,N,186
4,4,3,GIORGIO BRAMATI,GIORGIO BRAMATI,N,186
4,4,4,LOREDANA MASSARO,LOREDANA MASSARO,N,186
4,4,2,JACOPO GIORDANI,JACOPO GIORDANI,N,186
5,5,1,ANDREA ASSENTI,ANDREA ASSENTI,N,186
5,5,2,GUIDO CASTELLI,GUIDO CASTELLI,N,186
5,5,3,ANNA RITA CINAGLIA,ANNA RITA CINAGLIA,N,186
5,5,4,MONICA MANCINI CILLA,MONICA MANCINI CILLA,N,186
6,6,1,ANDREA MARIA ANTONINI,ANDREA MARIA ANTONINI,N,186
6,6,2,MONICA ACCIARRI,MONICA ACCIARRI,N,186
6,6,4,RAFFAELE TASSOTTI,RAFFAELE TASSOTTI,N,186
6,6,3,NADIA LUCADEI,NADIA LUCADEI,N,186
7,7,2,MASSIMILIANO CASTAGNA,MASSIMILIANO CASTAGNA,N,186
7,7,1,FEDERICA TRENTA,FEDERICA TRENTA,N,186
7,7,3,GIANNA MORA,GIANNA MORA,N,186
7,7,4,MATTEO SANTINI,MATTEO SANTINI,N,186
8,8,1,STEFANO BABINI,STEFANO BABINI,N,186
8,8,4,GIOVANNI SILVESTRI detto GIANNI,GIOVANNI SILVESTRI detto GIANNI,N,186
8,8,3,MARIA LUISA FIORI,MARIA LUISA FIORI,N,186
8,8,2,ALBERTA BRANDIMARTE,ALBERTA BRANDIMARTE,N,186
9,9,1,PIERO CELANI,PIERO CELANI,N,186
9,9,2,MARIAGRAZIA CONCETTI,MARIAGRAZIA CONCETTI,N,186
9,9,3,ROBERTO PAOLETTI,ROBERTO PAOLETTI,N,186
9,9,4,FLAVIA ROSATI,FLAVIA ROSATI,N,186
10,10,1,GIORGIO DE VECCHIS,GIORGIO DE VECCHIS,N,186
10,10,3,RANIERO PIPPONZI,RANIERO PIPPONZI,N,186
10,10,4,ORIANA TIRABASSI,ORIANA TIRABASSI,N,186
10,10,2,CINZIA FICCADENTI,CINZIA FICCADENTI,N,186
11,11,3,FABRIZIO LEONE,FABRIZIO LEONE,N,186
11,11,1,PAOLA CANTALAMESSA,PAOLA CANTALAMESSA,N,186
11,11,4,PAOLA MARIA PETRUCCI,PAOLA MARIA PETRUCCI,N,186
11,11,2,FRANCESCO CORRADETTI,FRANCESCO CORRADETTI,N,186
12,12,1,PEPPINO GIORGINI,PEPPINO GIORGINI,N,186
12,12,3,LAURA CIABATTONI,LAURA CIABATTONI,N,186
12,12,2,ELENA RUSSO,ELENA RUSSO,N,186
12,12,4,ROSARIO DAVIDE ERMANNO,ROSARIO DAVIDE ERMANNO,N,186
13,13,1,ANDREA CARDILLI,ANDREA CARDILLI,N,186
13,13,2,KATIUSCIA MARIAGRAZIA DI BIASE,KATIUSCIA MARIAGRAZIA DI BIASE,N,186
13,13,3,MARINO LATTANZI,MARINO LATTANZI,N,186
13,13,4,CLAUDIA MONTENOVO,CLAUDIA MONTENOVO,N,186
14,14,1,FABIO URBINATI,FABIO URBINATI,N,186
14,14,4,ELEONORA BELLAGAMBA,ELEONORA BELLAGAMBA,N,186
14,14,2,MARIA STELLA ORIGLIA,MARIA STELLA ORIGLIA,N,186
14,14,3,DAVIDE MASSIMO ALIBERTI,DAVIDE MASSIMO ALIBERTI,N,186
15,15,1,RICCARDO MORELLI,RICCARDO MORELLI,N,186
15,15,3,STEFANIA SPACCA,STEFANIA SPACCA,N,186
15,15,4,GIAN FILIPPO STRACCIA,GIAN FILIPPO STRACCIA,N,186
15,15,2,MARIA LILIANA BRUNETTI VARAGNOLO,MARIA LILIANA BRUNETTI VARAGNOLO,N,186
16,16,2,PAOLO D'ERASMO,PAOLO D'ERASMO,N,186
16,16,1,ANNA CASINI,ANNA CASINI,N,186
16,16,4,VALERIA CARDARELLI,VALERIA CARDARELLI,N,186
16,16,3,AUGUSTO CURTI,AUGUSTO CURTI,N,186
17,17,3,DOMENICO NOVELLI,DOMENICO NOVELLI,N,186
17,17,1,VALERIANO CAMELA,VALERIANO CAMELA,N,186
17,17,2,CINZIA PERONI,CINZIA PERONI,N,186
17,17,4,MARIA LUISA VITALI,MARIA LUISA VITALI,N,186
18,18,1,EDWARD RINO ALFONSI,EDWARD RINO ALFONSI,N,186
18,18,3,BARBARA RIGA,BARBARA RIGA,N,186
18,18,4,LUCIANO SPINOZZI,LUCIANO SPINOZZI,N,186
18,18,2,EVELIN BARGIACCHI,EVELIN BARGIACCHI,N,186
1,1,1,SUSANNA URRIANI,SUSANNA URRIANI,N,187
1,1,2,CLAUDIO DI GIOSIA,CLAUDIO DI GIOSIA,N,187
1,1,3,FEDERICA DURANTINI,FEDERICA DURANTINI,N,187
1,1,4,CHRISTIAN DI MARCO,CHRISTIAN DI MARCO,N,187
2,2,1,DOMENICO MASTRANGELO,DOMENICO MASTRANGELO,N,187
2,2,3,ROBERTO MARCOIONNI,ROBERTO MARCOIONNI,N,187
2,2,4,ASSUNTA COSIGNANI,ASSUNTA COSIGNANI,N,187
2,2,2,MARIA ROSA FERRITTO,MARIA ROSA FERRITTO,N,187
3,3,1,ADRIANO GALOSI,ADRIANO GALOSI,N,187
3,3,2,ALESSANDRA BOCCHI,ALESSANDRA BOCCHI,N,187
4,4,1,MARIANELLA FIORAVANTI,MARIANELLA FIORAVANTI,N,187
4,4,2,JACOPO GIORDANI,JACOPO GIORDANI,N,187
4,4,3,GIORGIO BRAMATI,GIORGIO BRAMATI,N,187
4,4,4,LOREDANA MASSARO,LOREDANA MASSARO,N,187
5,5,2,GUIDO CASTELLI,GUIDO CASTELLI,N,187
5,5,1,ANDREA ASSENTI,ANDREA ASSENTI,N,187
5,5,3,ANNA RITA CINAGLIA,ANNA RITA CINAGLIA,N,187
5,5,4,MONICA MANCINI CILLA,MONICA MANCINI CILLA,N,187
6,6,3,NADIA LUCADEI,NADIA LUCADEI,N,187
6,6,1,ANDREA MARIA ANTONINI,ANDREA MARIA ANTONINI,N,187
6,6,2,MONICA ACCIARRI,MONICA ACCIARRI,N,187
6,6,4,RAFFAELE TASSOTTI,RAFFAELE TASSOTTI,N,187
7,7,2,MASSIMILIANO CASTAGNA,MASSIMILIANO CASTAGNA,N,187
7,7,1,FEDERICA TRENTA,FEDERICA TRENTA,N,187
7,7,4,MATTEO SANTINI,MATTEO SANTINI,N,187
7,7,3,GIANNA MORA,GIANNA MORA,N,187
8,8,4,GIOVANNI SILVESTRI detto GIANNI,GIOVANNI SILVESTRI detto GIANNI,N,187
8,8,1,STEFANO BABINI,STEFANO BABINI,N,187
8,8,3,MARIA LUISA FIORI,MARIA LUISA FIORI,N,187
8,8,2,ALBERTA BRANDIMARTE,ALBERTA BRANDIMARTE,N,187
9,9,1,PIERO CELANI,PIERO CELANI,N,187
9,9,4,FLAVIA ROSATI,FLAVIA ROSATI,N,187
9,9,3,ROBERTO PAOLETTI,ROBERTO PAOLETTI,N,187
9,9,2,MARIAGRAZIA CONCETTI,MARIAGRAZIA CONCETTI,N,187
10,10,3,RANIERO PIPPONZI,RANIERO PIPPONZI,N,187
10,10,4,ORIANA TIRABASSI,ORIANA TIRABASSI,N,187
10,10,1,GIORGIO DE VECCHIS,GIORGIO DE VECCHIS,N,187
10,10,2,CINZIA FICCADENTI,CINZIA FICCADENTI,N,187
11,11,1,PAOLA CANTALAMESSA,PAOLA CANTALAMESSA,N,187
11,11,2,FRANCESCO CORRADETTI,FRANCESCO CORRADETTI,N,187
11,11,3,FABRIZIO LEONE,FABRIZIO LEONE,N,187
11,11,4,PAOLA MARIA PETRUCCI,PAOLA MARIA PETRUCCI,N,187
12,12,1,PEPPINO GIORGINI,PEPPINO GIORGINI,N,187
12,12,3,LAURA CIABATTONI,LAURA CIABATTONI,N,187
12,12,2,ELENA RUSSO,ELENA RUSSO,N,187
12,12,4,ROSARIO DAVIDE ERMANNO,ROSARIO DAVIDE ERMANNO,N,187
13,13,1,ANDREA CARDILLI,ANDREA CARDILLI,N,187
13,13,2,KATIUSCIA MARIAGRAZIA DI BIASE,KATIUSCIA MARIAGRAZIA DI BIASE,N,187
13,13,3,MARINO LATTANZI,MARINO LATTANZI,N,187
13,13,4,CLAUDIA MONTENOVO,CLAUDIA MONTENOVO,N,187
14,14,1,FABIO URBINATI,FABIO URBINATI,N,187
14,14,2,MARIA STELLA ORIGLIA,MARIA STELLA ORIGLIA,N,187
14,14,3,DAVIDE MASSIMO ALIBERTI,DAVIDE MASSIMO ALIBERTI,N,187
14,14,4,ELEONORA BELLAGAMBA,ELEONORA BELLAGAMBA,N,187
15,15,4,GIAN FILIPPO STRACCIA,GIAN FILIPPO STRACCIA,N,187
15,15,1,RICCARDO MORELLI,RICCARDO MORELLI,N,187
15,15,2,MARIA LILIANA BRUNETTI VARAGNOLO,MARIA LILIANA BRUNETTI VARAGNOLO,N,187
15,15,3,STEFANIA SPACCA,STEFANIA SPACCA,N,187
16,16,1,ANNA CASINI,ANNA CASINI,N,187
16,16,3,AUGUSTO CURTI,AUGUSTO CURTI,N,187
16,16,2,PAOLO D'ERASMO,PAOLO D'ERASMO,N,187
16,16,4,VALERIA CARDARELLI,VALERIA CARDARELLI,N,187
17,17,1,VALERIANO CAMELA,VALERIANO CAMELA,N,187
17,17,2,CINZIA PERONI,CINZIA PERONI,N,187
17,17,3,DOMENICO NOVELLI,DOMENICO NOVELLI,N,187
17,17,4,MARIA LUISA VITALI,MARIA LUISA VITALI,N,187
18,18,2,EVELIN BARGIACCHI,EVELIN BARGIACCHI,N,187
18,18,1,EDWARD RINO ALFONSI,EDWARD RINO ALFONSI,N,187
18,18,4,LUCIANO SPINOZZI,LUCIANO SPINOZZI,N,187
18,18,3,BARBARA RIGA,BARBARA RIGA,N,187
1,1,1,SUSANNA URRIANI,SUSANNA URRIANI,N,188
1,1,2,CLAUDIO DI GIOSIA,CLAUDIO DI GIOSIA,N,188
1,1,3,FEDERICA DURANTINI,FEDERICA DURANTINI,N,188
1,1,4,CHRISTIAN DI MARCO,CHRISTIAN DI MARCO,N,188
2,2,3,ROBERTO MARCOIONNI,ROBERTO MARCOIONNI,N,188
2,2,1,DOMENICO MASTRANGELO,DOMENICO MASTRANGELO,N,188
2,2,2,MARIA ROSA FERRITTO,MARIA ROSA FERRITTO,N,188
2,2,4,ASSUNTA COSIGNANI,ASSUNTA COSIGNANI,N,188
3,3,1,ADRIANO GALOSI,ADRIANO GALOSI,N,188
3,3,2,ALESSANDRA BOCCHI,ALESSANDRA BOCCHI,N,188
4,4,1,MARIANELLA FIORAVANTI,MARIANELLA FIORAVANTI,N,188
4,4,2,JACOPO GIORDANI,JACOPO GIORDANI,N,188
4,4,3,GIORGIO BRAMATI,GIORGIO BRAMATI,N,188
4,4,4,LOREDANA MASSARO,LOREDANA MASSARO,N,188
5,5,2,GUIDO CASTELLI,GUIDO CASTELLI,N,188
5,5,4,MONICA MANCINI CILLA,MONICA MANCINI CILLA,N,188
5,5,3,ANNA RITA CINAGLIA,ANNA RITA CINAGLIA,N,188
5,5,1,ANDREA ASSENTI,ANDREA ASSENTI,N,188
6,6,2,MONICA ACCIARRI,MONICA ACCIARRI,N,188
6,6,1,ANDREA MARIA ANTONINI,ANDREA MARIA ANTONINI,N,188
6,6,3,NADIA LUCADEI,NADIA LUCADEI,N,188
6,6,4,RAFFAELE TASSOTTI,RAFFAELE TASSOTTI,N,188
7,7,2,MASSIMILIANO CASTAGNA,MASSIMILIANO CASTAGNA,N,188
7,7,1,FEDERICA TRENTA,FEDERICA TRENTA,N,188
7,7,3,GIANNA MORA,GIANNA MORA,N,188
7,7,4,MATTEO SANTINI,MATTEO SANTINI,N,188
8,8,4,GIOVANNI SILVESTRI detto GIANNI,GIOVANNI SILVESTRI detto GIANNI,N,188
8,8,1,STEFANO BABINI,STEFANO BABINI,N,188
8,8,2,ALBERTA BRANDIMARTE,ALBERTA BRANDIMARTE,N,188
8,8,3,MARIA LUISA FIORI,MARIA LUISA FIORI,N,188
9,9,1,PIERO CELANI,PIERO CELANI,N,188
9,9,2,MARIAGRAZIA CONCETTI,MARIAGRAZIA CONCETTI,N,188
9,9,3,ROBERTO PAOLETTI,ROBERTO PAOLETTI,N,188
9,9,4,FLAVIA ROSATI,FLAVIA ROSATI,N,188
10,10,3,RANIERO PIPPONZI,RANIERO PIPPONZI,N,188
10,10,1,GIORGIO DE VECCHIS,GIORGIO DE VECCHIS,N,188
10,10,2,CINZIA FICCADENTI,CINZIA FICCADENTI,N,188
10,10,4,ORIANA TIRABASSI,ORIANA TIRABASSI,N,188
11,11,4,PAOLA MARIA PETRUCCI,PAOLA MARIA PETRUCCI,N,188
11,11,1,PAOLA CANTALAMESSA,PAOLA CANTALAMESSA,N,188
11,11,2,FRANCESCO CORRADETTI,FRANCESCO CORRADETTI,N,188
11,11,3,FABRIZIO LEONE,FABRIZIO LEONE,N,188
12,12,1,PEPPINO GIORGINI,PEPPINO GIORGINI,N,188
12,12,2,ELENA RUSSO,ELENA RUSSO,N,188
12,12,3,LAURA CIABATTONI,LAURA CIABATTONI,N,188
12,12,4,ROSARIO DAVIDE ERMANNO,ROSARIO DAVIDE ERMANNO,N,188
13,13,3,MARINO LATTANZI,MARINO LATTANZI,N,188
13,13,4,CLAUDIA MONTENOVO,CLAUDIA MONTENOVO,N,188
13,13,1,ANDREA CARDILLI,ANDREA CARDILLI,N,188
13,13,2,KATIUSCIA MARIAGRAZIA DI BIASE,KATIUSCIA MARIAGRAZIA DI BIASE,N,188
14,14,1,FABIO URBINATI,FABIO URBINATI,N,188
14,14,2,MARIA STELLA ORIGLIA,MARIA STELLA ORIGLIA,N,188
14,14,3,DAVIDE MASSIMO ALIBERTI,DAVIDE MASSIMO ALIBERTI,N,188
14,14,4,ELEONORA BELLAGAMBA,ELEONORA BELLAGAMBA,N,188
15,15,1,RICCARDO MORELLI,RICCARDO MORELLI,N,188
15,15,2,MARIA LILIANA BRUNETTI VARAGNOLO,MARIA LILIANA BRUNETTI VARAGNOLO,N,188
15,15,3,STEFANIA SPACCA,STEFANIA SPACCA,N,188
15,15,4,GIAN FILIPPO STRACCIA,GIAN FILIPPO STRACCIA,N,188
16,16,3,AUGUSTO CURTI,AUGUSTO CURTI,N,188
16,16,1,ANNA CASINI,ANNA CASINI,N,188
16,16,2,PAOLO D'ERASMO,PAOLO D'ERASMO,N,188
16,16,4,VALERIA CARDARELLI,VALERIA CARDARELLI,N,188
17,17,1,VALERIANO CAMELA,VALERIANO CAMELA,N,188
17,17,2,CINZIA PERONI,CINZIA PERONI,N,188
17,17,3,DOMENICO NOVELLI,DOMENICO NOVELLI,N,188
17,17,4,MARIA LUISA VITALI,MARIA LUISA VITALI,N,188
18,18,2,EVELIN BARGIACCHI,EVELIN BARGIACCHI,N,188
18,18,1,EDWARD RINO ALFONSI,EDWARD RINO ALFONSI,N,188
18,18,3,BARBARA RIGA,BARBARA RIGA,N,188
18,18,4,LUCIANO SPINOZZI,LUCIANO SPINOZZI,N,188
1,18,2,FRANCESCA ANNALISA ANTOLINI,FRANCESCA ANNALISA ANTOLINI,N,189
1,18,1,UGO PAZZI,UGO PAZZI,N,189
1,18,3,MARCO FEROCI,MARCO FEROCI,N,189
1,18,4,GIADA PASQUINI,GIADA PASQUINI,N,189
2,16,1,FABRIZIO CESETTI,FABRIZIO CESETTI,N,189
2,16,4,ANNALINDA PASQUALI,ANNALINDA PASQUALI,N,189
2,16,3,MARIA TERESA ILLUMINATI,MARIA TERESA ILLUMINATI,N,189
2,16,2,FRANCESCO GIACINTI,FRANCESCO GIACINTI,N,189
3,15,3,REZA SAEE,REZA SAEE,N,189
3,15,1,SONIA CAPECI,SONIA CAPECI,N,189
3,15,2,FRANCO MENICANI,FRANCO MENICANI,N,189
3,15,4,ANNUNZIATA UBALDI,ANNUNZIATA UBALDI,N,189
4,14,3,FABIO D'ERASMO,FABIO D'ERASMO,N,189
4,14,1,ALESSIO TERRENZI,ALESSIO TERRENZI,N,189
4,14,2,MILENA SEBASTIANI,MILENA SEBASTIANI,N,189
4,14,4,EMANUELA LANFRANCHI,EMANUELA LANFRANCHI,N,189
5,13,3,VINCENZO GARINO,VINCENZO GARINO,N,189
5,13,1,MARIKA ALESIANI,MARIKA ALESIANI,N,189
5,13,2,SABRINA ATTANASIO,SABRINA ATTANASIO,N,189
5,13,4,MASSIMO SERENA,MASSIMO SERENA,N,189
6,17,1,MAURA MALASPINA,MAURA MALASPINA,N,189
6,17,2,GIANCARLO FERMANI,GIANCARLO FERMANI,N,189
6,17,3,MARIA ROSARIA BORRIELLO,MARIA ROSARIA BORRIELLO,N,189
6,17,4,GIAMPIETRO CAPPELLA,GIAMPIETRO CAPPELLA,N,189
7,1,1,MASSIMILIANO MARCIANESI,MASSIMILIANO MARCIANESI,N,189
7,1,2,SARA TRENTANNI,SARA TRENTANNI,N,189
7,1,3,LORENZO D'ONOFRIO,LORENZO D'ONOFRIO,N,189
7,1,4,STEFANIA DE LEONIBUS,STEFANIA DE LEONIBUS,N,189
8,3,1,JENNY GAIA FICCADENTI,JENNY GAIA FICCADENTI,N,189
8,3,2,SIMONE BERTI,SIMONE BERTI,N,189
9,11,3,STEFANO RICCI,STEFANO RICCI,N,189
9,11,4,GELSOMINA VISCIONE,GELSOMINA VISCIONE,N,189
9,11,2,LUISELLA PIERONI,LUISELLA PIERONI,N,189
9,11,1,FABIO BERNARDINI,FABIO BERNARDINI,N,189
10,4,1,GIORGIO RACCICHINI,GIORGIO RACCICHINI,N,189
10,4,2,PATRIZIA SERAFINI,PATRIZIA SERAFINI,N,189
10,4,3,FILIPPO PANNELLI,FILIPPO PANNELLI,N,189
10,4,4,LUCIA ADDARIO,LUCIA ADDARIO,N,189
11,6,2,MAURO LUCENTINI,MAURO LUCENTINI,N,189
11,6,4,DANIELA TISI,DANIELA TISI,N,189
11,6,3,MARCO MARINANGELI,MARCO MARINANGELI,N,189
11,6,1,MARZIA MALAIGIA,MARZIA MALAIGIA,N,189
12,7,2,GIAMBATTISTA CATALINI,GIAMBATTISTA CATALINI,N,189
12,7,1,MORENO BELLESI,MORENO BELLESI,N,189
12,7,3,CATERINA DONATI,CATERINA DONATI,N,189
12,7,4,LUCIA PARLATONI,LUCIA PARLATONI,N,189
13,5,3,ANDREA PUTZU,ANDREA PUTZU,N,189
13,5,1,SATURNINO DI RUSCIO,SATURNINO DI RUSCIO,N,189
13,5,2,ROMINA GUALTIERI,ROMINA GUALTIERI,N,189
13,5,4,MARIA LINA VITTURINI,MARIA LINA VITTURINI,N,189
14,8,2,MONIA MONALDI,MONIA MONALDI,N,189
14,8,4,MARCO ROTONI,MARCO ROTONI,N,189
14,8,1,UBALDO BELLETTI,UBALDO BELLETTI,N,189
14,8,3,GIOVANNA PACI,GIOVANNA PACI,N,189
15,10,2,BIANCA MARIA BRILLANTINI,BIANCA MARIA BRILLANTINI,N,189
15,10,1,NAZZARENO BIONDI,NAZZARENO BIONDI,N,189
15,10,3,MAURIZIO VITTORIO PIERGALLINI,MAURIZIO VITTORIO PIERGALLINI,N,189
15,10,4,MICHELA POLIMANTI,MICHELA POLIMANTI,N,189
16,9,2,GIOVANNI LANCIOTTI,GIOVANNI LANCIOTTI,N,189
16,9,1,JESSICA MARCOZZI,JESSICA MARCOZZI,N,189
16,9,4,LANDO SILIQUINI,LANDO SILIQUINI,N,189
16,9,3,SILVIA DE SANTIS,SILVIA DE SANTIS,N,189
17,2,1,STEFANIA ACQUATICCI,STEFANIA ACQUATICCI,N,189
17,2,2,MASSIMO DIVISI,MASSIMO DIVISI,N,189
17,2,3,GIULIANA CRISANTI,GIULIANA CRISANTI,N,189
17,2,4,MARIANO MORESI,MARIANO MORESI,N,189
18,12,1,MIRKO TEMPERINI,MIRKO TEMPERINI,N,189
18,12,2,CATIA ORLANDI,CATIA ORLANDI,N,189
18,12,3,ANGELA MORGANTI,ANGELA MORGANTI,N,189
18,12,4,ADRIANO PELIS SANSEDONI,ADRIANO PELIS SANSEDONI,N,189
1,11,1,GENNI CERESANI,GENNI CERESANI,N,18
1,11,2,MASSIMO D'AGNILLO,MASSIMO D'AGNILLO,N,18
1,11,3,MARIA GIOVANNA DEPAU,MARIA GIOVANNA DEPAU,N,18
1,11,4,CORRADO FILIPPINI,CORRADO FILIPPINI,N,18
1,11,5,VITTORIO ONDEDEI,VITTORIO ONDEDEI,N,18
1,11,6,ALESSANDRO PANARONI,ALESSANDRO PANARONI,N,18
1,11,7,LAURA TESTASECCA,LAURA TESTASECCA,N,18
2,1,1,MATTEO ROSSINI,MATTEO ROSSINI,N,18
2,1,2,MARIA CALO',MARIA CALO',N,18
2,1,3,GABRIELE PAIARDINI,GABRIELE PAIARDINI,N,18
2,1,4,ALESSANDRA FINOCCHIO,ALESSANDRA FINOCCHIO,N,18
2,1,5,MONICA RICCI,MONICA RICCI,N,18
3,4,1,GIOVANNI DEL MONTE,GIOVANNI DEL MONTE,N,18
3,4,2,MILENA ROSSI,MILENA ROSSI,N,18
3,4,3,ALEX CASETTA,ALEX CASETTA,N,18
3,4,4,GIANFRANCO MANCINI,GIANFRANCO MANCINI,N,18
3,4,5,CLAUDIO NIGOSANTI,CLAUDIO NIGOSANTI,N,18
3,4,6,SILVIA PANUNZI,SILVIA PANUNZI,N,18
3,4,7,CHIARA PIZZORNO,CHIARA PIZZORNO,N,18
4,12,6,SAMUELA MELINI,SAMUELA MELINI,N,18
4,12,2,PIERLUIGI FERRARO,PIERLUIGI FERRARO,N,18
4,12,1,MARTA CARMELA RAIMONDA RUGGERI,MARTA CARMELA RAIMONDA RUGGERI,N,18
4,12,3,FILIPPO VILLANELLI,FILIPPO VILLANELLI,N,18
4,12,4,SJEVA SCOZZAFAVA,SJEVA SCOZZAFAVA,N,18
4,12,5,MONICA MELCHIORRI,MONICA MELCHIORRI,N,18
5,14,1,FEDERICO TALE',FEDERICO TALE',N,18
5,14,2,BORIS RAPA,BORIS RAPA,N,18
5,14,3,SIMONETTA GIUBILARO,SIMONETTA GIUBILARO,N,18
5,14,4,MARIA GRAZIA DE CAROLIS,MARIA GRAZIA DE CAROLIS,N,18
5,14,5,LUCIO VENERUCCI,LUCIO VENERUCCI,N,18
5,14,6,ELZBIETA ALICJA PATANOWSKA detta ELISABETTA,ELZBIETA ALICJA PATANOWSKA detta ELISABETTA,N,18
5,14,7,SERENA BIAGINI,SERENA BIAGINI,N,18
6,16,6,DANIELE TAGLIOLINI,DANIELE TAGLIOLINI,N,18
6,16,5,MONICA SCARAMUCCI,MONICA SCARAMUCCI,N,18
6,16,1,ANDREA BIANCANI,ANDREA BIANCANI,N,18
6,16,2,RENATO CLAUDIO MINARDI,RENATO CLAUDIO MINARDI,N,18
6,16,4,STEFANO RIDOLFI,STEFANO RIDOLFI,N,18
6,16,7,MICAELA VITRI,MICAELA VITRI,N,18
6,16,3,EMANUELA ORCIARI,EMANUELA ORCIARI,N,18
7,17,1,LORETTA BRAVI,LORETTA BRAVI,N,18
7,17,2,PIETRO ROSSI,PIETRO ROSSI,N,18
7,17,4,SILVIA GELARDI,SILVIA GELARDI,N,18
7,17,3,MAURIZIO BISELLI,MAURIZIO BISELLI,N,18
7,17,5,DANTE PIERINI,DANTE PIERINI,N,18
7,17,6,FRANCESCA FRANCESCONI,FRANCESCA FRANCESCONI,N,18
7,17,7,MICHELE DI PUMPO,MICHELE DI PUMPO,N,18
8,15,1,DANIELA CIARONI,DANIELA CIARONI,N,18
8,15,2,ROBERTO ANTONIUCCI,ROBERTO ANTONIUCCI,N,18
8,15,3,GIAN ALDO COLLINA detto GIANNI,GIAN ALDO COLLINA detto GIANNI,N,18
8,15,4,ANNUNZIATA MANNA,ANNUNZIATA MANNA,N,18
8,15,5,MASSIMO MASSALINI,MASSIMO MASSALINI,N,18
8,15,6,FABIOLA PACASSONI,FABIOLA PACASSONI,N,18
8,15,7,ALESSANDRO VICCHI,ALESSANDRO VICCHI,N,18
9,13,1,TIZIANO BUSCA,TIZIANO BUSCA,N,18
9,13,2,EMANUELA GIOVANNELLI,EMANUELA GIOVANNELLI,N,18
9,13,3,GIACOMO PIERI detto ZICO,GIACOMO PIERI detto ZICO,N,18
9,13,4,PAOLA PORFIRI,PAOLA PORFIRI,N,18
9,13,5,MAURIZIO MARIA SERGIO SUDANO,MAURIZIO MARIA SERGIO SUDANO,N,18
9,13,6,MARIA ASSUNTA VALERI,MARIA ASSUNTA VALERI,N,18
9,13,7,KATJUSCIA VINDICI,KATJUSCIA VINDICI,N,18
10,18,1,GIANLUCA CARRABS,GIANLUCA CARRABS,N,18
10,18,2,MARIA - ROSA CONTI,MARIA - ROSA CONTI,N,18
10,18,3,CORA FATTORI,CORA FATTORI,N,18
10,18,4,PIERPAOLO LOFFREDA,PIERPAOLO LOFFREDA,N,18
10,18,5,SABRINA SANTELLI,SABRINA SANTELLI,N,18
10,18,6,ADRIO MARINI,ADRIO MARINI,N,18
10,18,7,ANNA VALENTINI,ANNA VALENTINI,N,18
11,2,1,SABRINA PAOLA BANZATO,SABRINA PAOLA BANZATO,N,18
11,2,2,STEFANO ZIOSI,STEFANO ZIOSI,N,18
11,2,3,LUCIA BOLDRINI,LUCIA BOLDRINI,N,18
11,2,4,STEFANO TONTINI,STEFANO TONTINI,N,18
11,2,5,MARINA MARINI,MARINA MARINI,N,18
11,2,6,PIERLUIGI CARNICELLI,PIERLUIGI CARNICELLI,N,18
11,2,7,MATTEO DRUDA,MATTEO DRUDA,N,18
12,5,3,FEDERICA BATTAZZI,FEDERICA BATTAZZI,N,18
12,5,6,GIORGIO MOCHI,GIORGIO MOCHI,N,18
12,5,2,FRANCESCO BALDELLI,FRANCESCO BALDELLI,N,18
12,5,5,MARIA MENCARINI detta MARIELLA,MARIA MENCARINI detta MARIELLA,N,18
12,5,1,NICOLA BAIOCCHI,NICOLA BAIOCCHI,N,18
12,5,4,FRANCESCO CAVALIERI,FRANCESCO CAVALIERI,N,18
12,5,7,CARLA NICOLINI,CARLA NICOLINI,N,18
13,9,2,ELIA ROSSI,ELIA ROSSI,N,18
13,9,3,LARA OTTAVIANI,LARA OTTAVIANI,N,18
13,9,1,STEFANO AGUZZI,STEFANO AGUZZI,N,18
13,9,4,PIER UGO BONI,PIER UGO BONI,N,18
13,9,5,RAFFAELLA BENELLI,RAFFAELLA BENELLI,N,18
13,9,6,DAVIDE FABBRIZIOLI detto CIOLI,DAVIDE FABBRIZIOLI detto CIOLI,N,18
13,9,7,FRANCESCA MAFFEI,FRANCESCA MAFFEI,N,18
14,6,5,LORELLA MARCHEGGIANI,LORELLA MARCHEGGIANI,N,18
14,6,1,MIRCO CARLONI,MIRCO CARLONI,N,18
14,6,6,LUCA SERFILIPPI,LUCA SERFILIPPI,N,18
14,6,2,GIORGIO CANCELLIERI,GIORGIO CANCELLIERI,N,18
14,6,4,FRANCESCA FEDELI,FRANCESCA FEDELI,N,18
14,6,3,GIOVANNI DALLASTA,GIOVANNI DALLASTA,N,18
14,6,7,FRANCESCA TRICCA,FRANCESCA TRICCA,N,18
15,10,1,LORENZO TEMPESTA,LORENZO TEMPESTA,N,18
15,10,2,ANNA MARIA MARINAI,ANNA MARIA MARINAI,N,18
15,10,3,BRUNO BARBIERI,BRUNO BARBIERI,N,18
