CODICE ISTAT,cogn,nome,a_nome,d_nasc,l_nasc,posC,desc_lis_r,img_lis_r,voti,perc,tot_vot_lis,perc_lis,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
026040,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,153,3.09,104,2.47,026,05,Veneto,Treviso
026040,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,51,1.03,36,0.85,026,05,Veneto,Treviso
026040,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,41,0.83,27,0.64,026,05,Veneto,Treviso
026040,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,34,0.69,21,0.50,026,05,Veneto,Treviso
026040,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,22,0.44,22,0.52,026,05,Veneto,Treviso
026040,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,19,0.38,9,0.21,026,05,Veneto,Treviso
026040,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,18,0.36,8,0.19,026,05,Veneto,Treviso
026041,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1188,84.08,1041,85.40,026,05,Veneto,Treviso
026041,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,154,10.90,136,11.16,026,05,Veneto,Treviso
026041,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,36,2.55,20,1.64,026,05,Veneto,Treviso
026041,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,10,0.71,7,0.57,026,05,Veneto,Treviso
026041,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,10,0.71,6,0.49,026,05,Veneto,Treviso
026041,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,5,0.35,2,0.16,026,05,Veneto,Treviso
026041,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,5,0.35,4,0.33,026,05,Veneto,Treviso
026041,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,4,0.28,3,0.25,026,05,Veneto,Treviso
026041,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,1,0.07,0,0,026,05,Veneto,Treviso
026042,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1214,76.54,1067,78.17,026,05,Veneto,Treviso
026042,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,231,14.56,202,14.80,026,05,Veneto,Treviso
026042,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,47,2.96,29,2.12,026,05,Veneto,Treviso
026042,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,27,1.70,21,1.54,026,05,Veneto,Treviso
026042,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,20,1.26,17,1.25,026,05,Veneto,Treviso
026042,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,14,0.88,9,0.66,026,05,Veneto,Treviso
026042,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,14,0.88,10,0.73,026,05,Veneto,Treviso
026042,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,11,0.69,5,0.37,026,05,Veneto,Treviso
026042,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,8,0.50,5,0.37,026,05,Veneto,Treviso
026043,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,10112,71.93,7922,72.22,026,05,Veneto,Treviso
026043,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,2760,19.63,2263,20.63,026,05,Veneto,Treviso
026043,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,489,3.48,340,3.10,026,05,Veneto,Treviso
026043,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,205,1.46,124,1.13,026,05,Veneto,Treviso
026043,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,141,1.00,75,0.68,026,05,Veneto,Treviso
026043,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,97,0.69,58,0.53,026,05,Veneto,Treviso
026043,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,93,0.66,69,0.63,026,05,Veneto,Treviso
026043,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,84,0.60,51,0.46,026,05,Veneto,Treviso
026043,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,77,0.55,68,0.62,026,05,Veneto,Treviso
026044,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1758,79.40,1443,80.30,026,05,Veneto,Treviso
026044,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,266,12.01,233,12.97,026,05,Veneto,Treviso
026044,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,64,2.89,47,2.62,026,05,Veneto,Treviso
026044,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,55,2.48,30,1.67,026,05,Veneto,Treviso
026044,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,23,1.04,17,0.95,026,05,Veneto,Treviso
026044,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,21,0.95,12,0.67,026,05,Veneto,Treviso
026044,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,10,0.45,3,0.17,026,05,Veneto,Treviso
026044,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,9,0.41,5,0.28,026,05,Veneto,Treviso
026044,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,8,0.36,7,0.39,026,05,Veneto,Treviso
026045,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,583,83.29,503,82.73,026,05,Veneto,Treviso
026045,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,76,10.86,67,11.02,026,05,Veneto,Treviso
026045,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,17,2.43,17,2.80,026,05,Veneto,Treviso
026045,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,8,1.14,8,1.32,026,05,Veneto,Treviso
026045,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,7,1.00,5,0.82,026,05,Veneto,Treviso
026045,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,4,0.57,3,0.49,026,05,Veneto,Treviso
026045,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,3,0.43,3,0.49,026,05,Veneto,Treviso
026045,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,2,0.29,2,0.33,026,05,Veneto,Treviso
026045,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,0,0,0,0,026,05,Veneto,Treviso
026046,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,11690,78.67,9971,79.12,026,05,Veneto,Treviso
026046,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,2113,14.22,1886,14.96,026,05,Veneto,Treviso
026046,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,417,2.81,311,2.47,026,05,Veneto,Treviso
026046,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,191,1.29,122,0.97,026,05,Veneto,Treviso
026046,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,110,0.74,103,0.82,026,05,Veneto,Treviso
026046,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,94,0.63,68,0.54,026,05,Veneto,Treviso
026046,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,87,0.59,48,0.38,026,05,Veneto,Treviso
026046,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,84,0.57,50,0.40,026,05,Veneto,Treviso
026046,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,74,0.50,44,0.35,026,05,Veneto,Treviso
026047,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1880,79.86,1648,81.22,026,05,Veneto,Treviso
026047,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,311,13.21,261,12.86,026,05,Veneto,Treviso
026047,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,45,1.91,31,1.53,026,05,Veneto,Treviso
026047,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,35,1.49,28,1.38,026,05,Veneto,Treviso
026047,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,30,1.27,25,1.23,026,05,Veneto,Treviso
026047,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,20,0.85,19,0.94,026,05,Veneto,Treviso
026047,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,13,0.55,4,0.20,026,05,Veneto,Treviso
026047,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,11,0.47,8,0.39,026,05,Veneto,Treviso
026047,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,9,0.38,5,0.25,026,05,Veneto,Treviso
026048,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1102,83.42,977,84.96,026,05,Veneto,Treviso
026048,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,116,8.78,97,8.43,026,05,Veneto,Treviso
026048,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,32,2.42,23,2.00,026,05,Veneto,Treviso
026048,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,21,1.59,20,1.74,026,05,Veneto,Treviso
026048,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,18,1.36,10,0.87,026,05,Veneto,Treviso
026048,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,14,1.06,10,0.87,026,05,Veneto,Treviso
026048,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,8,0.61,4,0.35,026,05,Veneto,Treviso
026048,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,6,0.45,5,0.43,026,05,Veneto,Treviso
026048,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,4,0.30,4,0.35,026,05,Veneto,Treviso
026049,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,4254,85.15,3841,86.72,026,05,Veneto,Treviso
026049,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,498,9.97,440,9.93,026,05,Veneto,Treviso
026049,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,106,2.12,65,1.47,026,05,Veneto,Treviso
026049,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,36,0.72,20,0.45,026,05,Veneto,Treviso
026049,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,25,0.50,11,0.25,026,05,Veneto,Treviso
026049,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,22,0.44,17,0.38,026,05,Veneto,Treviso
026049,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,21,0.42,12,0.27,026,05,Veneto,Treviso
026049,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,19,0.38,10,0.23,026,05,Veneto,Treviso
026049,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,15,0.30,13,0.29,026,05,Veneto,Treviso
026050,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,2834,83.01,2448,83.98,026,05,Veneto,Treviso
026050,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,364,10.66,320,10.98,026,05,Veneto,Treviso
026050,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,85,2.49,53,1.82,026,05,Veneto,Treviso
026050,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,36,1.05,36,1.23,026,05,Veneto,Treviso
026050,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,34,1.00,19,0.65,026,05,Veneto,Treviso
026050,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,21,0.62,11,0.38,026,05,Veneto,Treviso
026050,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,18,0.53,7,0.24,026,05,Veneto,Treviso
026050,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,17,0.50,16,0.55,026,05,Veneto,Treviso
026050,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,5,0.15,5,0.17,026,05,Veneto,Treviso
026051,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,8491,82.49,7380,83.41,026,05,Veneto,Treviso
026051,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,1219,11.84,1069,12.08,026,05,Veneto,Treviso
026051,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,237,2.30,152,1.72,026,05,Veneto,Treviso
026051,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,69,0.67,46,0.52,026,05,Veneto,Treviso
026051,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,68,0.66,49,0.55,026,05,Veneto,Treviso
026051,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,63,0.61,33,0.37,026,05,Veneto,Treviso
026051,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,62,0.60,54,0.61,026,05,Veneto,Treviso
026051,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,55,0.53,43,0.49,026,05,Veneto,Treviso
026051,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,29,0.28,22,0.25,026,05,Veneto,Treviso
026052,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1899,89.36,1665,89.66,026,05,Veneto,Treviso
026052,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,117,5.51,107,5.76,026,05,Veneto,Treviso
026052,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,30,1.41,20,1.08,026,05,Veneto,Treviso
026052,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,22,1.04,21,1.13,026,05,Veneto,Treviso
026052,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,17,0.80,16,0.86,026,05,Veneto,Treviso
026052,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,15,0.71,12,0.65,026,05,Veneto,Treviso
026052,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,13,0.61,8,0.43,026,05,Veneto,Treviso
026052,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,8,0.38,6,0.32,026,05,Veneto,Treviso
026052,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,4,0.19,2,0.11,026,05,Veneto,Treviso
026053,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,1664,81.05,1424,82.12,026,05,Veneto,Treviso
026053,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,272,13.25,225,12.98,026,05,Veneto,Treviso
026053,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,36,1.75,21,1.21,026,05,Veneto,Treviso
026053,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,27,1.32,25,1.44,026,05,Veneto,Treviso
026053,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,14,0.68,10,0.58,026,05,Veneto,Treviso
026053,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,13,0.63,10,0.58,026,05,Veneto,Treviso
026053,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,12,0.58,8,0.46,026,05,Veneto,Treviso
026053,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,9,0.44,6,0.35,026,05,Veneto,Treviso
026053,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,6,0.29,5,0.29,026,05,Veneto,Treviso
026055,ZAIA,LUCA,,19680327000000,CONEGLIANO TV,3,ELEZIONI REGIONALI VENETO 2020,7-20200920000000-3-05R.png,9132,78.16,7599,78.07,026,05,Veneto,Treviso
026055,LORENZONI,ARTURO,,19660919000000,PADOVA,5,VENETO 2020 LORENZONI IL PRESIDENTE,7-20200920000000-5-05R.png,1813,15.52,1630,16.75,026,05,Veneto,Treviso
026055,CAPPELLETTI,ENRICO,,19680205000000,PADOVA,6,MOVIMENTO 5 STELLE,7-20200920000000-6-05R.png,292,2.50,185,1.90,026,05,Veneto,Treviso
026055,GIROTTO,PAOLO,,19610718000000,PADOVA,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-05R.png,120,1.03,75,0.77,026,05,Veneto,Treviso
026055,GUADAGNINI,ANTONIO,,19660825000000,BASSANO DEL GRAPPA (VI),8,ANTONIO GUADAGNINI PER IL VENETO PRESIDENTE,7-20200920000000-8-05R.png,108,0.92,103,1.06,026,05,Veneto,Treviso
026055,RUBINATO,SIMONETTA,,19631222000000,TREVISO,2,CONSULTAZIONE ELETTORALE REGIONALE 20-21 SETTEMBRE 2020,7-20200920000000-2-05R.png,86,0.74,61,0.63,026,05,Veneto,Treviso
026055,BARTELLE,PATRIZIA,,19610226000000,CAVARZERE (VE),7,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-7-05R.png,48,0.41,25,0.26,026,05,Veneto,Treviso
026055,BENVEGNU',PAOLO,,19520318000000,CESSALTO TV,4,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-4-05R.png,43,0.37,23,0.24,026,05,Veneto,Treviso
026055,SBROLLINI,DANIELA,,19710930000000,LATIANO BR,9,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-9-05R.png,41,0.35,33,0.34,026,05,Veneto,Treviso
