CODICE ISTAT,COMUNE,ln,posC,desc_lis_c,voti
109035,Rapagnano,4,3,ITALIA VIVA,11
109035,Rapagnano,8,3,MANGIALARDI PRESIDENTE,7
109035,Rapagnano,6,3,LE NOSTRE MARCHE e IL CENTRO,4
109035,Rapagnano,,,,2
109035,Rapagnano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109035,Rapagnano,10,5,DIPENDE DA NOI,9
109035,Rapagnano,11,6,COMUNISTA!,9
109035,Rapagnano,14,7,LEGA SALVINI MARCHE,206
109035,Rapagnano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,17
109035,Rapagnano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,244
109035,Rapagnano,15,7,CIVITAS CIVICI,6
109035,Rapagnano,16,7,MOVIMENTO PER LE MARCHE,18
109035,Rapagnano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,42
109035,Rapagnano,1,1,VOX ITALIA MARCHE,4
109035,Rapagnano,9,4,MOVIMENTO 5 STELLE,63
109036,Santa Vittoria in Matenano,7,3,RINASCI MARCHE,12
109036,Santa Vittoria in Matenano,3,3,PARTITO DEMOCRATICO,165
109036,Santa Vittoria in Matenano,5,3,MARCHE CORAGGIOSE,1
109036,Santa Vittoria in Matenano,4,3,ITALIA VIVA,18
109036,Santa Vittoria in Matenano,8,3,MANGIALARDI PRESIDENTE,4
109036,Santa Vittoria in Matenano,6,3,LE NOSTRE MARCHE e IL CENTRO,5
109036,Santa Vittoria in Matenano,,,,0
109036,Santa Vittoria in Matenano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109036,Santa Vittoria in Matenano,10,5,DIPENDE DA NOI,5
109036,Santa Vittoria in Matenano,11,6,COMUNISTA!,4
109036,Santa Vittoria in Matenano,14,7,LEGA SALVINI MARCHE,95
109036,Santa Vittoria in Matenano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,11
109036,Santa Vittoria in Matenano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,176
109036,Santa Vittoria in Matenano,15,7,CIVITAS CIVICI,54
109036,Santa Vittoria in Matenano,16,7,MOVIMENTO PER LE MARCHE,2
109036,Santa Vittoria in Matenano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,48
109036,Santa Vittoria in Matenano,1,1,VOX ITALIA MARCHE,1
109036,Santa Vittoria in Matenano,9,4,MOVIMENTO 5 STELLE,38
109037,Sant'Elpidio a Mare,7,3,RINASCI MARCHE,91
109037,Sant'Elpidio a Mare,3,3,PARTITO DEMOCRATICO,1080
109037,Sant'Elpidio a Mare,5,3,MARCHE CORAGGIOSE,49
109037,Sant'Elpidio a Mare,4,3,ITALIA VIVA,1316
109037,Sant'Elpidio a Mare,8,3,MANGIALARDI PRESIDENTE,130
109037,Sant'Elpidio a Mare,6,3,LE NOSTRE MARCHE e IL CENTRO,103
109037,Sant'Elpidio a Mare,,,,10
109037,Sant'Elpidio a Mare,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,22
109037,Sant'Elpidio a Mare,10,5,DIPENDE DA NOI,73
109037,Sant'Elpidio a Mare,11,6,COMUNISTA!,67
109037,Sant'Elpidio a Mare,14,7,LEGA SALVINI MARCHE,1481
109037,Sant'Elpidio a Mare,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,65
109037,Sant'Elpidio a Mare,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1130
109037,Sant'Elpidio a Mare,15,7,CIVITAS CIVICI,143
109037,Sant'Elpidio a Mare,16,7,MOVIMENTO PER LE MARCHE,12
109037,Sant'Elpidio a Mare,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,510
109037,Sant'Elpidio a Mare,1,1,VOX ITALIA MARCHE,50
109037,Sant'Elpidio a Mare,9,4,MOVIMENTO 5 STELLE,511
109038,Servigliano,7,3,RINASCI MARCHE,15
109038,Servigliano,3,3,PARTITO DEMOCRATICO,127
109038,Servigliano,5,3,MARCHE CORAGGIOSE,9
109038,Servigliano,4,3,ITALIA VIVA,19
109038,Servigliano,8,3,MANGIALARDI PRESIDENTE,4
109038,Servigliano,6,3,LE NOSTRE MARCHE e IL CENTRO,4
109038,Servigliano,,,,1
109038,Servigliano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109038,Servigliano,10,5,DIPENDE DA NOI,16
109038,Servigliano,11,6,COMUNISTA!,5
109038,Servigliano,14,7,LEGA SALVINI MARCHE,86
109038,Servigliano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,9
109038,Servigliano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,149
109038,Servigliano,15,7,CIVITAS CIVICI,612
109038,Servigliano,16,7,MOVIMENTO PER LE MARCHE,2
109038,Servigliano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,34
109038,Servigliano,1,1,VOX ITALIA MARCHE,4
109038,Servigliano,9,4,MOVIMENTO 5 STELLE,39
109039,Smerillo,7,3,RINASCI MARCHE,4
109039,Smerillo,3,3,PARTITO DEMOCRATICO,40
109039,Smerillo,5,3,MARCHE CORAGGIOSE,1
109039,Smerillo,4,3,ITALIA VIVA,3
109039,Smerillo,8,3,MANGIALARDI PRESIDENTE,0
109039,Smerillo,6,3,LE NOSTRE MARCHE e IL CENTRO,0
109039,Smerillo,,,,1
109039,Smerillo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109039,Smerillo,10,5,DIPENDE DA NOI,1
109039,Smerillo,11,6,COMUNISTA!,2
109039,Smerillo,14,7,LEGA SALVINI MARCHE,31
109039,Smerillo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,3
109039,Smerillo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,65
109039,Smerillo,15,7,CIVITAS CIVICI,7
109039,Smerillo,16,7,MOVIMENTO PER LE MARCHE,0
109039,Smerillo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,20
109039,Smerillo,1,1,VOX ITALIA MARCHE,0
109039,Smerillo,9,4,MOVIMENTO 5 STELLE,3
109040,Torre San Patrizio,7,3,RINASCI MARCHE,7
109040,Torre San Patrizio,3,3,PARTITO DEMOCRATICO,99
109040,Torre San Patrizio,5,3,MARCHE CORAGGIOSE,4
109040,Torre San Patrizio,4,3,ITALIA VIVA,13
109040,Torre San Patrizio,8,3,MANGIALARDI PRESIDENTE,6
109040,Torre San Patrizio,6,3,LE NOSTRE MARCHE e IL CENTRO,1
109040,Torre San Patrizio,,,,1
109040,Torre San Patrizio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
109040,Torre San Patrizio,10,5,DIPENDE DA NOI,4
109040,Torre San Patrizio,11,6,COMUNISTA!,8
109040,Torre San Patrizio,14,7,LEGA SALVINI MARCHE,223
109040,Torre San Patrizio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,11
109040,Torre San Patrizio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,273
109040,Torre San Patrizio,15,7,CIVITAS CIVICI,9
109040,Torre San Patrizio,16,7,MOVIMENTO PER LE MARCHE,1
109040,Torre San Patrizio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,62
109040,Torre San Patrizio,1,1,VOX ITALIA MARCHE,5
109040,Torre San Patrizio,9,4,MOVIMENTO 5 STELLE,49
041027,Mombaroccio,10,5,DIPENDE DA NOI,14
041027,Mombaroccio,,,,2
041027,Mombaroccio,11,6,COMUNISTA!,7
041027,Mombaroccio,9,4,MOVIMENTO 5 STELLE,73
041027,Mombaroccio,4,3,ITALIA VIVA,7
041027,Mombaroccio,3,3,PARTITO DEMOCRATICO,214
041027,Mombaroccio,6,3,LE NOSTRE MARCHE e IL CENTRO,10
041027,Mombaroccio,5,3,MARCHE CORAGGIOSE,2
041027,Mombaroccio,8,3,MANGIALARDI PRESIDENTE,9
041027,Mombaroccio,7,3,RINASCI MARCHE,17
041027,Mombaroccio,1,1,VOX ITALIA MARCHE,6
041027,Mombaroccio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,110
041027,Mombaroccio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,73
041027,Mombaroccio,14,7,LEGA SALVINI MARCHE,276
041027,Mombaroccio,16,7,MOVIMENTO PER LE MARCHE,3
041027,Mombaroccio,15,7,CIVITAS CIVICI,10
041027,Mombaroccio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,32
041027,Mombaroccio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,9
041028,Mondavio,10,5,DIPENDE DA NOI,19
041028,Mondavio,,,,2
041028,Mondavio,11,6,COMUNISTA!,17
041028,Mondavio,9,4,MOVIMENTO 5 STELLE,95
041028,Mondavio,4,3,ITALIA VIVA,599
041028,Mondavio,3,3,PARTITO DEMOCRATICO,269
041028,Mondavio,6,3,LE NOSTRE MARCHE e IL CENTRO,33
041028,Mondavio,5,3,MARCHE CORAGGIOSE,21
041028,Mondavio,8,3,MANGIALARDI PRESIDENTE,54
041028,Mondavio,7,3,RINASCI MARCHE,44
041028,Mondavio,1,1,VOX ITALIA MARCHE,9
041028,Mondavio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,221
041028,Mondavio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,45
041028,Mondavio,14,7,LEGA SALVINI MARCHE,289
041028,Mondavio,16,7,MOVIMENTO PER LE MARCHE,4
041028,Mondavio,15,7,CIVITAS CIVICI,11
041028,Mondavio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,19
041028,Mondavio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,8
041029,Mondolfo,10,5,DIPENDE DA NOI,49
041029,Mondolfo,,,,5
041029,Mondolfo,11,6,COMUNISTA!,69
041029,Mondolfo,9,4,MOVIMENTO 5 STELLE,443
041029,Mondolfo,4,3,ITALIA VIVA,373
041029,Mondolfo,3,3,PARTITO DEMOCRATICO,1149
041029,Mondolfo,6,3,LE NOSTRE MARCHE e IL CENTRO,163
041029,Mondolfo,5,3,MARCHE CORAGGIOSE,54
041029,Mondolfo,8,3,MANGIALARDI PRESIDENTE,183
041029,Mondolfo,7,3,RINASCI MARCHE,167
041029,Mondolfo,1,1,VOX ITALIA MARCHE,57
041029,Mondolfo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,775
041029,Mondolfo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,217
041029,Mondolfo,14,7,LEGA SALVINI MARCHE,1401
041029,Mondolfo,16,7,MOVIMENTO PER LE MARCHE,29
041029,Mondolfo,15,7,CIVITAS CIVICI,30
041029,Mondolfo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,150
041029,Mondolfo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,36
041030,Montecalvo in Foglia,10,5,DIPENDE DA NOI,8
041030,Montecalvo in Foglia,,,,1
041030,Montecalvo in Foglia,11,6,COMUNISTA!,18
041030,Montecalvo in Foglia,9,4,MOVIMENTO 5 STELLE,116
041030,Montecalvo in Foglia,4,3,ITALIA VIVA,7
041030,Montecalvo in Foglia,3,3,PARTITO DEMOCRATICO,562
041030,Montecalvo in Foglia,6,3,LE NOSTRE MARCHE e IL CENTRO,19
041030,Montecalvo in Foglia,5,3,MARCHE CORAGGIOSE,9
041030,Montecalvo in Foglia,8,3,MANGIALARDI PRESIDENTE,5
041030,Montecalvo in Foglia,7,3,RINASCI MARCHE,36
041030,Montecalvo in Foglia,1,1,VOX ITALIA MARCHE,2
041030,Montecalvo in Foglia,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,114
041030,Montecalvo in Foglia,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,51
041030,Montecalvo in Foglia,14,7,LEGA SALVINI MARCHE,273
041030,Montecalvo in Foglia,16,7,MOVIMENTO PER LE MARCHE,6
041030,Montecalvo in Foglia,15,7,CIVITAS CIVICI,14
041030,Montecalvo in Foglia,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,9
041030,Montecalvo in Foglia,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,9
041031,Monte Cerignone,10,5,DIPENDE DA NOI,0
041031,Monte Cerignone,,,,0
041031,Monte Cerignone,11,6,COMUNISTA!,9
041031,Monte Cerignone,9,4,MOVIMENTO 5 STELLE,21
041031,Monte Cerignone,4,3,ITALIA VIVA,0
041031,Monte Cerignone,3,3,PARTITO DEMOCRATICO,109
041031,Monte Cerignone,6,3,LE NOSTRE MARCHE e IL CENTRO,14
041031,Monte Cerignone,5,3,MARCHE CORAGGIOSE,4
041031,Monte Cerignone,8,3,MANGIALARDI PRESIDENTE,2
041031,Monte Cerignone,7,3,RINASCI MARCHE,5
041031,Monte Cerignone,1,1,VOX ITALIA MARCHE,5
041031,Monte Cerignone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,28
041031,Monte Cerignone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,35
041031,Monte Cerignone,14,7,LEGA SALVINI MARCHE,58
041031,Monte Cerignone,16,7,MOVIMENTO PER LE MARCHE,1
041031,Monte Cerignone,15,7,CIVITAS CIVICI,2
041031,Monte Cerignone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
041031,Monte Cerignone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
041032,Monteciccardo,10,5,DIPENDE DA NOI,0
041032,Monteciccardo,,,,0
041032,Monteciccardo,11,6,COMUNISTA!,0
041032,Monteciccardo,9,4,MOVIMENTO 5 STELLE,0
041032,Monteciccardo,4,3,ITALIA VIVA,0
041032,Monteciccardo,3,3,PARTITO DEMOCRATICO,0
041032,Monteciccardo,6,3,LE NOSTRE MARCHE e IL CENTRO,0
041032,Monteciccardo,5,3,MARCHE CORAGGIOSE,0
041032,Monteciccardo,8,3,MANGIALARDI PRESIDENTE,0
041032,Monteciccardo,7,3,RINASCI MARCHE,0
041032,Monteciccardo,1,1,VOX ITALIA MARCHE,0
041032,Monteciccardo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,0
041032,Monteciccardo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,0
041032,Monteciccardo,14,7,LEGA SALVINI MARCHE,0
041032,Monteciccardo,16,7,MOVIMENTO PER LE MARCHE,0
041032,Monteciccardo,15,7,CIVITAS CIVICI,0
041032,Monteciccardo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,0
041032,Monteciccardo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
041033,Montecopiolo,10,5,DIPENDE DA NOI,2
041033,Montecopiolo,,,,0
041033,Montecopiolo,11,6,COMUNISTA!,5
041033,Montecopiolo,9,4,MOVIMENTO 5 STELLE,23
041033,Montecopiolo,4,3,ITALIA VIVA,3
041033,Montecopiolo,3,3,PARTITO DEMOCRATICO,84
041033,Montecopiolo,6,3,LE NOSTRE MARCHE e IL CENTRO,144
041033,Montecopiolo,5,3,MARCHE CORAGGIOSE,2
041033,Montecopiolo,8,3,MANGIALARDI PRESIDENTE,6
041033,Montecopiolo,7,3,RINASCI MARCHE,10
041033,Montecopiolo,1,1,VOX ITALIA MARCHE,2
041033,Montecopiolo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,98
041033,Montecopiolo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,15
041033,Montecopiolo,14,7,LEGA SALVINI MARCHE,148
041033,Montecopiolo,16,7,MOVIMENTO PER LE MARCHE,1
041033,Montecopiolo,15,7,CIVITAS CIVICI,1
041033,Montecopiolo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
041033,Montecopiolo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
041034,Montefelcino,10,5,DIPENDE DA NOI,5
041034,Montefelcino,,,,0
041034,Montefelcino,11,6,COMUNISTA!,9
041034,Montefelcino,9,4,MOVIMENTO 5 STELLE,83
041034,Montefelcino,4,3,ITALIA VIVA,33
041034,Montefelcino,3,3,PARTITO DEMOCRATICO,234
041034,Montefelcino,6,3,LE NOSTRE MARCHE e IL CENTRO,14
041034,Montefelcino,5,3,MARCHE CORAGGIOSE,10
041034,Montefelcino,8,3,MANGIALARDI PRESIDENTE,16
041034,Montefelcino,7,3,RINASCI MARCHE,34
041034,Montefelcino,1,1,VOX ITALIA MARCHE,21
041034,Montefelcino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,209
041034,Montefelcino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,109
041034,Montefelcino,14,7,LEGA SALVINI MARCHE,399
041034,Montefelcino,16,7,MOVIMENTO PER LE MARCHE,3
041034,Montefelcino,15,7,CIVITAS CIVICI,5
041034,Montefelcino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,17
041034,Montefelcino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
041002,Apecchio,10,5,DIPENDE DA NOI,4
041002,Apecchio,,,,1
041002,Apecchio,11,6,COMUNISTA!,21
041002,Apecchio,9,4,MOVIMENTO 5 STELLE,24
041002,Apecchio,4,3,ITALIA VIVA,37
041002,Apecchio,3,3,PARTITO DEMOCRATICO,218
041002,Apecchio,6,3,LE NOSTRE MARCHE e IL CENTRO,5
041002,Apecchio,5,3,MARCHE CORAGGIOSE,11
041002,Apecchio,8,3,MANGIALARDI PRESIDENTE,6
041002,Apecchio,7,3,RINASCI MARCHE,15
041002,Apecchio,1,1,VOX ITALIA MARCHE,1
041002,Apecchio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,142
041002,Apecchio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,15
041002,Apecchio,14,7,LEGA SALVINI MARCHE,155
041002,Apecchio,16,7,MOVIMENTO PER LE MARCHE,2
041002,Apecchio,15,7,CIVITAS CIVICI,232
041002,Apecchio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,29
041002,Apecchio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
041035,Monte Grimano Terme,10,5,DIPENDE DA NOI,1
041035,Monte Grimano Terme,,,,0
041035,Monte Grimano Terme,11,6,COMUNISTA!,10
041035,Monte Grimano Terme,9,4,MOVIMENTO 5 STELLE,32
041035,Monte Grimano Terme,4,3,ITALIA VIVA,3
041035,Monte Grimano Terme,3,3,PARTITO DEMOCRATICO,163
041035,Monte Grimano Terme,6,3,LE NOSTRE MARCHE e IL CENTRO,8
041035,Monte Grimano Terme,5,3,MARCHE CORAGGIOSE,4
041035,Monte Grimano Terme,8,3,MANGIALARDI PRESIDENTE,8
041035,Monte Grimano Terme,7,3,RINASCI MARCHE,8
041035,Monte Grimano Terme,1,1,VOX ITALIA MARCHE,3
041035,Monte Grimano Terme,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,27
041035,Monte Grimano Terme,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,183
041035,Monte Grimano Terme,14,7,LEGA SALVINI MARCHE,60
041035,Monte Grimano Terme,16,7,MOVIMENTO PER LE MARCHE,1
041035,Monte Grimano Terme,15,7,CIVITAS CIVICI,0
041035,Monte Grimano Terme,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
041035,Monte Grimano Terme,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
041036,Montelabbate,10,5,DIPENDE DA NOI,30
041036,Montelabbate,,,,4
041036,Montelabbate,11,6,COMUNISTA!,25
041036,Montelabbate,9,4,MOVIMENTO 5 STELLE,313
041036,Montelabbate,4,3,ITALIA VIVA,26
041036,Montelabbate,3,3,PARTITO DEMOCRATICO,813
041036,Montelabbate,6,3,LE NOSTRE MARCHE e IL CENTRO,19
041036,Montelabbate,5,3,MARCHE CORAGGIOSE,22
041036,Montelabbate,8,3,MANGIALARDI PRESIDENTE,18
041036,Montelabbate,7,3,RINASCI MARCHE,35
041036,Montelabbate,1,1,VOX ITALIA MARCHE,11
041036,Montelabbate,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,384
041036,Montelabbate,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,96
041036,Montelabbate,14,7,LEGA SALVINI MARCHE,655
041036,Montelabbate,16,7,MOVIMENTO PER LE MARCHE,16
041036,Montelabbate,15,7,CIVITAS CIVICI,7
041036,Montelabbate,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,19
041036,Montelabbate,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,16
041038,Monte Porzio,10,5,DIPENDE DA NOI,11
041038,Monte Porzio,,,,1
041038,Monte Porzio,11,6,COMUNISTA!,31
041038,Monte Porzio,9,4,MOVIMENTO 5 STELLE,80
041038,Monte Porzio,4,3,ITALIA VIVA,93
041038,Monte Porzio,3,3,PARTITO DEMOCRATICO,206
041038,Monte Porzio,6,3,LE NOSTRE MARCHE e IL CENTRO,19
041038,Monte Porzio,5,3,MARCHE CORAGGIOSE,9
041038,Monte Porzio,8,3,MANGIALARDI PRESIDENTE,34
041038,Monte Porzio,7,3,RINASCI MARCHE,25
041038,Monte Porzio,1,1,VOX ITALIA MARCHE,3
041038,Monte Porzio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,170
041038,Monte Porzio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,38
041038,Monte Porzio,14,7,LEGA SALVINI MARCHE,225
041038,Monte Porzio,16,7,MOVIMENTO PER LE MARCHE,5
041038,Monte Porzio,15,7,CIVITAS CIVICI,6
041038,Monte Porzio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,46
041038,Monte Porzio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
041041,Peglio,10,5,DIPENDE DA NOI,0
041041,Peglio,,,,0
041041,Peglio,11,6,COMUNISTA!,5
041041,Peglio,9,4,MOVIMENTO 5 STELLE,9
041041,Peglio,4,3,ITALIA VIVA,6
041041,Peglio,3,3,PARTITO DEMOCRATICO,206
041041,Peglio,6,3,LE NOSTRE MARCHE e IL CENTRO,4
041041,Peglio,5,3,MARCHE CORAGGIOSE,6
041041,Peglio,8,3,MANGIALARDI PRESIDENTE,3
041041,Peglio,7,3,RINASCI MARCHE,8
041041,Peglio,1,1,VOX ITALIA MARCHE,0
041041,Peglio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,33
041041,Peglio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,6
041041,Peglio,14,7,LEGA SALVINI MARCHE,70
041041,Peglio,16,7,MOVIMENTO PER LE MARCHE,1
041041,Peglio,15,7,CIVITAS CIVICI,0
041041,Peglio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
041041,Peglio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
041043,Pergola,10,5,DIPENDE DA NOI,43
041043,Pergola,,,,1
041043,Pergola,11,6,COMUNISTA!,13
041043,Pergola,9,4,MOVIMENTO 5 STELLE,82
041043,Pergola,4,3,ITALIA VIVA,89
041043,Pergola,3,3,PARTITO DEMOCRATICO,324
041043,Pergola,6,3,LE NOSTRE MARCHE e IL CENTRO,26
041043,Pergola,5,3,MARCHE CORAGGIOSE,12
041043,Pergola,8,3,MANGIALARDI PRESIDENTE,30
041043,Pergola,7,3,RINASCI MARCHE,562
041043,Pergola,1,1,VOX ITALIA MARCHE,9
041043,Pergola,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1452
041043,Pergola,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,68
041043,Pergola,14,7,LEGA SALVINI MARCHE,269
041043,Pergola,16,7,MOVIMENTO PER LE MARCHE,11
041043,Pergola,15,7,CIVITAS CIVICI,12
041043,Pergola,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,12
041043,Pergola,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
041044,Pesaro,10,5,DIPENDE DA NOI,619
041044,Pesaro,,,,53
041044,Pesaro,11,6,COMUNISTA!,476
041044,Pesaro,9,4,MOVIMENTO 5 STELLE,2603
041044,Pesaro,4,3,ITALIA VIVA,478
041044,Pesaro,3,3,PARTITO DEMOCRATICO,16534
041044,Pesaro,6,3,LE NOSTRE MARCHE e IL CENTRO,396
041044,Pesaro,5,3,MARCHE CORAGGIOSE,494
041044,Pesaro,8,3,MANGIALARDI PRESIDENTE,502
041044,Pesaro,7,3,RINASCI MARCHE,908
041044,Pesaro,1,1,VOX ITALIA MARCHE,209
041044,Pesaro,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,7239
041044,Pesaro,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1793
041044,Pesaro,14,7,LEGA SALVINI MARCHE,8472
041044,Pesaro,16,7,MOVIMENTO PER LE MARCHE,275
041044,Pesaro,15,7,CIVITAS CIVICI,203
041044,Pesaro,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,322
041044,Pesaro,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,390
041045,Petriano,10,5,DIPENDE DA NOI,3
041045,Petriano,,,,0
041045,Petriano,11,6,COMUNISTA!,9
041045,Petriano,9,4,MOVIMENTO 5 STELLE,62
041045,Petriano,4,3,ITALIA VIVA,6
041045,Petriano,3,3,PARTITO DEMOCRATICO,226
041045,Petriano,6,3,LE NOSTRE MARCHE e IL CENTRO,12
041045,Petriano,5,3,MARCHE CORAGGIOSE,2
041045,Petriano,8,3,MANGIALARDI PRESIDENTE,3
041045,Petriano,7,3,RINASCI MARCHE,18
041045,Petriano,1,1,VOX ITALIA MARCHE,7
041045,Petriano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,98
041045,Petriano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,485
041045,Petriano,14,7,LEGA SALVINI MARCHE,261
041045,Petriano,16,7,MOVIMENTO PER LE MARCHE,5
041045,Petriano,15,7,CIVITAS CIVICI,5
041045,Petriano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,16
041045,Petriano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
041047,Piandimeleto,10,5,DIPENDE DA NOI,2
041047,Piandimeleto,,,,1
041047,Piandimeleto,11,6,COMUNISTA!,9
041047,Piandimeleto,9,4,MOVIMENTO 5 STELLE,82
041047,Piandimeleto,4,3,ITALIA VIVA,17
041047,Piandimeleto,3,3,PARTITO DEMOCRATICO,190
041047,Piandimeleto,6,3,LE NOSTRE MARCHE e IL CENTRO,20
041047,Piandimeleto,5,3,MARCHE CORAGGIOSE,1
041047,Piandimeleto,8,3,MANGIALARDI PRESIDENTE,8
041047,Piandimeleto,7,3,RINASCI MARCHE,18
041047,Piandimeleto,1,1,VOX ITALIA MARCHE,3
041047,Piandimeleto,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,225
041047,Piandimeleto,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,34
041047,Piandimeleto,14,7,LEGA SALVINI MARCHE,223
041047,Piandimeleto,16,7,MOVIMENTO PER LE MARCHE,6
041047,Piandimeleto,15,7,CIVITAS CIVICI,3
041047,Piandimeleto,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,34
041047,Piandimeleto,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,14
041048,Pietrarubbia,10,5,DIPENDE DA NOI,0
