CODICE ISTAT,posC,ln,pos,desc_lis_c,img_lis_c,voti,perc,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
024078,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,15,0.44,024,05,Veneto,Vicenza
024078,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,14,0.41,024,05,Veneto,Vicenza
024078,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,11,0.32,024,05,Veneto,Vicenza
024078,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,6,0.18,024,05,Veneto,Vicenza
024079,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,1228,59.21,024,05,Veneto,Vicenza
024079,3,1,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,285,13.74,024,05,Veneto,Vicenza
024079,3,2,11,LEGA SALVINI,7-20200920000000-11-090.png,194,9.35,024,05,Veneto,Vicenza
024079,3,3,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,26,1.25,024,05,Veneto,Vicenza
024079,3,4,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,21,1.01,024,05,Veneto,Vicenza
024079,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,145,6.99,024,05,Veneto,Vicenza
024079,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,54,2.60,024,05,Veneto,Vicenza
024079,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,20,0.96,024,05,Veneto,Vicenza
024079,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,9,0.43,024,05,Veneto,Vicenza
024079,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,1,0.05,024,05,Veneto,Vicenza
024079,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,45,2.17,024,05,Veneto,Vicenza
024079,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,26,1.25,024,05,Veneto,Vicenza
024079,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,5,0.24,024,05,Veneto,Vicenza
024079,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,4,0.19,024,05,Veneto,Vicenza
024079,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,4,0.19,024,05,Veneto,Vicenza
024079,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,4,0.19,024,05,Veneto,Vicenza
024079,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,3,0.14,024,05,Veneto,Vicenza
024080,3,0,11,LEGA SALVINI,7-20200920000000-11-090.png,214,69.93,024,05,Veneto,Vicenza
024080,3,1,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,38,12.42,024,05,Veneto,Vicenza
024080,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,19,6.21,024,05,Veneto,Vicenza
024080,3,3,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,2,0.65,024,05,Veneto,Vicenza
024080,3,4,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,0,0,024,05,Veneto,Vicenza
024080,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,8,2.61,024,05,Veneto,Vicenza
024080,5,1,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,6,1.96,024,05,Veneto,Vicenza
024080,5,2,14,EUROPA VERDE,7-20200920000000-14-090.png,4,1.31,024,05,Veneto,Vicenza
024080,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,1,0.33,024,05,Veneto,Vicenza
024080,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,0,0,024,05,Veneto,Vicenza
024080,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,4,1.31,024,05,Veneto,Vicenza
024080,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,5,1.63,024,05,Veneto,Vicenza
024080,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,4,1.31,024,05,Veneto,Vicenza
024080,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,1,0.33,024,05,Veneto,Vicenza
024080,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,0,0,024,05,Veneto,Vicenza
024080,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,0,0,024,05,Veneto,Vicenza
024080,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,0,0,024,05,Veneto,Vicenza
024081,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,569,35.36,024,05,Veneto,Vicenza
024081,3,1,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,382,23.74,024,05,Veneto,Vicenza
024081,3,2,11,LEGA SALVINI,7-20200920000000-11-090.png,275,17.09,024,05,Veneto,Vicenza
024081,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,38,2.36,024,05,Veneto,Vicenza
024081,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,25,1.55,024,05,Veneto,Vicenza
024081,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,142,8.83,024,05,Veneto,Vicenza
024081,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,56,3.48,024,05,Veneto,Vicenza
024081,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,22,1.37,024,05,Veneto,Vicenza
024081,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,9,0.56,024,05,Veneto,Vicenza
024081,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,0,0,024,05,Veneto,Vicenza
024081,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,27,1.68,024,05,Veneto,Vicenza
024081,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,27,1.68,024,05,Veneto,Vicenza
024081,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,15,0.93,024,05,Veneto,Vicenza
024081,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,10,0.62,024,05,Veneto,Vicenza
024081,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,7,0.44,024,05,Veneto,Vicenza
024081,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,3,0.19,024,05,Veneto,Vicenza
024081,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,2,0.12,024,05,Veneto,Vicenza
024082,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,670,48.31,024,05,Veneto,Vicenza
024082,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,332,23.94,024,05,Veneto,Vicenza
024082,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,123,8.87,024,05,Veneto,Vicenza
024082,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,13,0.94,024,05,Veneto,Vicenza
024082,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,12,0.87,024,05,Veneto,Vicenza
024082,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,142,10.24,024,05,Veneto,Vicenza
024082,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,21,1.51,024,05,Veneto,Vicenza
024082,5,2,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,9,0.65,024,05,Veneto,Vicenza
024082,5,3,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,5,0.36,024,05,Veneto,Vicenza
024082,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,3,0.22,024,05,Veneto,Vicenza
024082,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,17,1.23,024,05,Veneto,Vicenza
024082,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,13,0.94,024,05,Veneto,Vicenza
024082,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,12,0.87,024,05,Veneto,Vicenza
024082,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,8,0.58,024,05,Veneto,Vicenza
024082,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,5,0.36,024,05,Veneto,Vicenza
024082,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,2,0.14,024,05,Veneto,Vicenza
024082,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,0,0,024,05,Veneto,Vicenza
024083,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,1234,47.14,024,05,Veneto,Vicenza
024083,3,1,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,421,16.08,024,05,Veneto,Vicenza
024083,3,2,11,LEGA SALVINI,7-20200920000000-11-090.png,331,12.64,024,05,Veneto,Vicenza
024083,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,42,1.60,024,05,Veneto,Vicenza
024083,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,33,1.26,024,05,Veneto,Vicenza
024083,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,339,12.95,024,05,Veneto,Vicenza
024083,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,36,1.38,024,05,Veneto,Vicenza
024083,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,29,1.11,024,05,Veneto,Vicenza
024083,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,8,0.31,024,05,Veneto,Vicenza
024083,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,0,0,024,05,Veneto,Vicenza
024083,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,61,2.33,024,05,Veneto,Vicenza
024083,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,28,1.07,024,05,Veneto,Vicenza
024083,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,19,0.73,024,05,Veneto,Vicenza
024083,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,11,0.42,024,05,Veneto,Vicenza
024083,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,8,0.31,024,05,Veneto,Vicenza
024083,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,8,0.31,024,05,Veneto,Vicenza
024083,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,10,0.38,024,05,Veneto,Vicenza
024084,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,1367,42.79,024,05,Veneto,Vicenza
024084,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,653,20.44,024,05,Veneto,Vicenza
024084,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,411,12.86,024,05,Veneto,Vicenza
024084,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,47,1.47,024,05,Veneto,Vicenza
024084,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,20,0.63,024,05,Veneto,Vicenza
024084,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,331,10.36,024,05,Veneto,Vicenza
024084,5,1,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,88,2.75,024,05,Veneto,Vicenza
024084,5,2,14,EUROPA VERDE,7-20200920000000-14-090.png,62,1.94,024,05,Veneto,Vicenza
024084,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,18,0.56,024,05,Veneto,Vicenza
024084,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,8,0.25,024,05,Veneto,Vicenza
024084,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,73,2.28,024,05,Veneto,Vicenza
024084,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,34,1.06,024,05,Veneto,Vicenza
024084,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,37,1.16,024,05,Veneto,Vicenza
024084,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,15,0.47,024,05,Veneto,Vicenza
024084,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,16,0.50,024,05,Veneto,Vicenza
024084,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,10,0.31,024,05,Veneto,Vicenza
024084,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,5,0.16,024,05,Veneto,Vicenza
024085,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,709,30.85,024,05,Veneto,Vicenza
024085,3,1,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,531,23.11,024,05,Veneto,Vicenza
024085,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,442,19.23,024,05,Veneto,Vicenza
024085,3,3,11,LEGA SALVINI,7-20200920000000-11-090.png,329,14.32,024,05,Veneto,Vicenza
024085,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,20,0.87,024,05,Veneto,Vicenza
024085,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,130,5.66,024,05,Veneto,Vicenza
024085,5,1,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,38,1.65,024,05,Veneto,Vicenza
024085,5,2,14,EUROPA VERDE,7-20200920000000-14-090.png,28,1.22,024,05,Veneto,Vicenza
024085,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,3,0.13,024,05,Veneto,Vicenza
024085,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,1,0.04,024,05,Veneto,Vicenza
024085,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,19,0.83,024,05,Veneto,Vicenza
024085,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,16,0.70,024,05,Veneto,Vicenza
024085,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,12,0.52,024,05,Veneto,Vicenza
024085,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,8,0.35,024,05,Veneto,Vicenza
024085,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,4,0.17,024,05,Veneto,Vicenza
024085,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,5,0.22,024,05,Veneto,Vicenza
024085,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,3,0.13,024,05,Veneto,Vicenza
024086,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,2740,42.71,024,05,Veneto,Vicenza
024086,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,1594,24.84,024,05,Veneto,Vicenza
024086,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,678,10.57,024,05,Veneto,Vicenza
024086,3,3,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,123,1.92,024,05,Veneto,Vicenza
024086,3,4,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,100,1.56,024,05,Veneto,Vicenza
024086,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,587,9.15,024,05,Veneto,Vicenza
024086,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,151,2.35,024,05,Veneto,Vicenza
024086,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,58,0.90,024,05,Veneto,Vicenza
024086,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,36,0.56,024,05,Veneto,Vicenza
024086,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,0,0,024,05,Veneto,Vicenza
024086,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,130,2.03,024,05,Veneto,Vicenza
024086,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,91,1.42,024,05,Veneto,Vicenza
024086,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,47,0.73,024,05,Veneto,Vicenza
024086,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,28,0.44,024,05,Veneto,Vicenza
024086,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,16,0.25,024,05,Veneto,Vicenza
024086,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,21,0.33,024,05,Veneto,Vicenza
024086,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,16,0.25,024,05,Veneto,Vicenza
024087,3,0,11,LEGA SALVINI,7-20200920000000-11-090.png,2759,40.34,024,05,Veneto,Vicenza
024087,3,1,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,2148,31.40,024,05,Veneto,Vicenza
024087,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,471,6.89,024,05,Veneto,Vicenza
024087,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,218,3.19,024,05,Veneto,Vicenza
024087,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,65,0.95,024,05,Veneto,Vicenza
024087,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,520,7.60,024,05,Veneto,Vicenza
024087,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,195,2.85,024,05,Veneto,Vicenza
024087,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,37,0.54,024,05,Veneto,Vicenza
024087,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,27,0.39,024,05,Veneto,Vicenza
024087,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,2,0.03,024,05,Veneto,Vicenza
024087,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,155,2.27,024,05,Veneto,Vicenza
024087,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,103,1.51,024,05,Veneto,Vicenza
024087,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,50,0.73,024,05,Veneto,Vicenza
024087,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,26,0.38,024,05,Veneto,Vicenza
024087,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,23,0.34,024,05,Veneto,Vicenza
024087,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,18,0.26,024,05,Veneto,Vicenza
024087,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,23,0.34,024,05,Veneto,Vicenza
024088,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,1639,45.33,024,05,Veneto,Vicenza
024088,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,1038,28.71,024,05,Veneto,Vicenza
024088,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,302,8.35,024,05,Veneto,Vicenza
024088,3,3,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,66,1.83,024,05,Veneto,Vicenza
024088,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,54,1.49,024,05,Veneto,Vicenza
024088,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,249,6.89,024,05,Veneto,Vicenza
024088,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,58,1.60,024,05,Veneto,Vicenza
024088,5,2,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,22,0.61,024,05,Veneto,Vicenza
024088,5,3,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,12,0.33,024,05,Veneto,Vicenza
024088,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,2,0.06,024,05,Veneto,Vicenza
024088,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,69,1.91,024,05,Veneto,Vicenza
024088,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,41,1.13,024,05,Veneto,Vicenza
024088,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,37,1.02,024,05,Veneto,Vicenza
024088,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,9,0.25,024,05,Veneto,Vicenza
024088,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,7,0.19,024,05,Veneto,Vicenza
024088,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,8,0.22,024,05,Veneto,Vicenza
024088,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,3,0.08,024,05,Veneto,Vicenza
024089,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,131,37.75,024,05,Veneto,Vicenza
024089,3,1,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,57,16.43,024,05,Veneto,Vicenza
024089,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,54,15.56,024,05,Veneto,Vicenza
024089,3,3,11,LEGA SALVINI,7-20200920000000-11-090.png,31,8.93,024,05,Veneto,Vicenza
024089,3,4,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,2,0.58,024,05,Veneto,Vicenza
024089,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,31,8.93,024,05,Veneto,Vicenza
024089,5,1,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,15,4.32,024,05,Veneto,Vicenza
024089,5,2,14,EUROPA VERDE,7-20200920000000-14-090.png,8,2.31,024,05,Veneto,Vicenza
024089,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,1,0.29,024,05,Veneto,Vicenza
024089,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,0,0,024,05,Veneto,Vicenza
024089,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,7,2.02,024,05,Veneto,Vicenza
024089,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,2,0.58,024,05,Veneto,Vicenza
024089,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,5,1.44,024,05,Veneto,Vicenza
024089,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,2,0.58,024,05,Veneto,Vicenza
024089,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,1,0.29,024,05,Veneto,Vicenza
024089,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,0,0,024,05,Veneto,Vicenza
024089,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,0,0,024,05,Veneto,Vicenza
024090,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,286,54.27,024,05,Veneto,Vicenza
024090,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,108,20.49,024,05,Veneto,Vicenza
024090,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,46,8.73,024,05,Veneto,Vicenza
024090,3,3,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,10,1.90,024,05,Veneto,Vicenza
024090,3,4,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,4,0.76,024,05,Veneto,Vicenza
024090,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,36,6.83,024,05,Veneto,Vicenza
024090,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,13,2.47,024,05,Veneto,Vicenza
024090,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,8,1.52,024,05,Veneto,Vicenza
024090,5,3,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,2,0.38,024,05,Veneto,Vicenza
024090,5,4,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,0,0,024,05,Veneto,Vicenza
024090,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,4,0.76,024,05,Veneto,Vicenza
024090,2,0,15,VENETO PER LE AUTONOMIE,7-20200920000000-15-090.png,3,0.57,024,05,Veneto,Vicenza
024090,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,2,0.38,024,05,Veneto,Vicenza
024090,9,0,8,ITALIA VIVA - CIVICA PER IL VENETO - PRI - PSI,7-20200920000000-8-090.png,3,0.57,024,05,Veneto,Vicenza
024090,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,0,0,024,05,Veneto,Vicenza
024090,7,0,17,VENETO ECOLOGIA SOLIDARIETA',7-20200920000000-17-090.png,1,0.19,024,05,Veneto,Vicenza
024090,8,0,6,PARTITO DEI VENETI,7-20200920000000-6-090.png,1,0.19,024,05,Veneto,Vicenza
024091,3,0,9,ZAIA PRESIDENTE,7-20200920000000-9-090.png,2163,59.65,024,05,Veneto,Vicenza
024091,3,1,11,LEGA SALVINI,7-20200920000000-11-090.png,426,11.75,024,05,Veneto,Vicenza
024091,3,2,12,FRATELLI D'ITALIA,7-20200920000000-12-090.png,280,7.72,024,05,Veneto,Vicenza
024091,3,3,10,FORZA ITALIA - AUTONOMIA PER IL VENETO,7-20200920000000-10-090.png,45,1.24,024,05,Veneto,Vicenza
024091,3,4,16,LISTA VENETA AUTONOMIA,7-20200920000000-16-090.png,36,0.99,024,05,Veneto,Vicenza
024091,5,0,5,PARTITO DEMOCRATICO,7-20200920000000-5-090.png,344,9.49,024,05,Veneto,Vicenza
024091,5,1,14,EUROPA VERDE,7-20200920000000-14-090.png,59,1.63,024,05,Veneto,Vicenza
024091,5,2,4,IL VENETO CHE VOGLIAMO,7-20200920000000-4-090.png,39,1.08,024,05,Veneto,Vicenza
024091,5,3,3,+VENETO IN EUROPA - VOLT,7-20200920000000-3-090.png,16,0.44,024,05,Veneto,Vicenza
024091,5,4,2,SANCA AUTONOMIA,7-20200920000000-2-090.png,6,0.17,024,05,Veneto,Vicenza
024091,1,0,1,MOVIMENTO 3V LIBERTA' DI SCELTA,7-20200920000000-1-090.png,65,1.79,024,05,Veneto,Vicenza
024091,6,0,7,MOVIMENTO 5 STELLE,7-20200920000000-7-090.png,67,1.85,024,05,Veneto,Vicenza
024091,4,0,13,SOLIDARIETA' AMBIENTE LAVORO - RIFONDAZIONE PCI,7-20200920000000-13-090.png,15,0.41,024,05,Veneto,Vicenza
