CODICE ISTAT,posC,ln,pos,desc_lis_c,img_lis_c,voti,perc,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
065101,2,8,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,15,1.24,065,15,Campania,Salerno
065101,2,9,16,NOI CAMPANI,7-20200920000000-16-072.png,12,0.99,065,15,Campania,Salerno
065101,2,10,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,11,0.91,065,15,Campania,Salerno
065101,2,11,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,7,0.58,065,15,Campania,Salerno
065101,2,12,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,5,0.41,065,15,Campania,Salerno
065101,2,13,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,3,0.25,065,15,Campania,Salerno
065101,2,14,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,1,0.08,065,15,Campania,Salerno
065101,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,73,6.03,065,15,Campania,Salerno
065101,7,1,8,FORZA ITALIA,7-20200920000000-8-072.png,49,4.05,065,15,Campania,Salerno
065101,7,2,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,48,3.97,065,15,Campania,Salerno
065101,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,22,1.82,065,15,Campania,Salerno
065101,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,4,0.33,065,15,Campania,Salerno
065101,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,0,0,065,15,Campania,Salerno
065101,5,0,13,TERRA,7-20200920000000-13-072.png,93,7.69,065,15,Campania,Salerno
065101,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,38,3.14,065,15,Campania,Salerno
065101,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,3,0.25,065,15,Campania,Salerno
065101,1,0,26,TERZO POLO,7-20200920000000-26-072.png,2,0.17,065,15,Campania,Salerno
065102,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,216,25.74,065,15,Campania,Salerno
065102,2,1,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,121,14.42,065,15,Campania,Salerno
065102,2,2,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,92,10.97,065,15,Campania,Salerno
065102,2,3,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,68,8.10,065,15,Campania,Salerno
065102,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,39,4.65,065,15,Campania,Salerno
065102,2,5,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,35,4.17,065,15,Campania,Salerno
065102,2,6,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,27,3.22,065,15,Campania,Salerno
065102,2,7,15,ITALIA VIVA,7-20200920000000-15-072.png,26,3.10,065,15,Campania,Salerno
065102,2,8,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,11,1.31,065,15,Campania,Salerno
065102,2,9,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,11,1.31,065,15,Campania,Salerno
065102,2,10,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,8,0.95,065,15,Campania,Salerno
065102,2,11,16,NOI CAMPANI,7-20200920000000-16-072.png,5,0.60,065,15,Campania,Salerno
065102,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,4,0.48,065,15,Campania,Salerno
065102,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,3,0.36,065,15,Campania,Salerno
065102,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065102,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,35,4.17,065,15,Campania,Salerno
065102,7,1,8,FORZA ITALIA,7-20200920000000-8-072.png,28,3.34,065,15,Campania,Salerno
065102,7,2,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,10,1.19,065,15,Campania,Salerno
065102,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,9,1.07,065,15,Campania,Salerno
065102,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,1,0.12,065,15,Campania,Salerno
065102,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,0,0,065,15,Campania,Salerno
065102,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,80,9.54,065,15,Campania,Salerno
065102,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,8,0.95,065,15,Campania,Salerno
065102,5,0,13,TERRA,7-20200920000000-13-072.png,2,0.24,065,15,Campania,Salerno
065102,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065103,2,0,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,45,13.35,065,15,Campania,Salerno
065103,2,1,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,43,12.76,065,15,Campania,Salerno
065103,2,2,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,38,11.28,065,15,Campania,Salerno
065103,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,33,9.79,065,15,Campania,Salerno
065103,2,4,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,19,5.64,065,15,Campania,Salerno
065103,2,5,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,12,3.56,065,15,Campania,Salerno
065103,2,6,15,ITALIA VIVA,7-20200920000000-15-072.png,11,3.26,065,15,Campania,Salerno
065103,2,7,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,6,1.78,065,15,Campania,Salerno
065103,2,8,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,5,1.48,065,15,Campania,Salerno
065103,2,9,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,5,1.48,065,15,Campania,Salerno
065103,2,10,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,2,0.59,065,15,Campania,Salerno
065103,2,11,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,1,0.30,065,15,Campania,Salerno
065103,2,12,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065103,2,13,16,NOI CAMPANI,7-20200920000000-16-072.png,0,0,065,15,Campania,Salerno
065103,2,14,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,0,0,065,15,Campania,Salerno
065103,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,51,15.13,065,15,Campania,Salerno
065103,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,19,5.64,065,15,Campania,Salerno
065103,7,2,8,FORZA ITALIA,7-20200920000000-8-072.png,15,4.45,065,15,Campania,Salerno
065103,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,4,1.19,065,15,Campania,Salerno
065103,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,0,0,065,15,Campania,Salerno
065103,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,0,0,065,15,Campania,Salerno
065103,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,9,2.67,065,15,Campania,Salerno
065103,5,0,13,TERRA,7-20200920000000-13-072.png,13,3.86,065,15,Campania,Salerno
065103,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,6,1.78,065,15,Campania,Salerno
065103,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065104,2,0,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,325,31.01,065,15,Campania,Salerno
065104,2,1,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,229,21.85,065,15,Campania,Salerno
065104,2,2,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,44,4.20,065,15,Campania,Salerno
065104,2,3,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,36,3.44,065,15,Campania,Salerno
065104,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,31,2.96,065,15,Campania,Salerno
065104,2,5,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,27,2.58,065,15,Campania,Salerno
065104,2,6,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,22,2.10,065,15,Campania,Salerno
065104,2,7,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,16,1.53,065,15,Campania,Salerno
065104,2,8,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,11,1.05,065,15,Campania,Salerno
065104,2,9,15,ITALIA VIVA,7-20200920000000-15-072.png,9,0.86,065,15,Campania,Salerno
065104,2,10,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,5,0.48,065,15,Campania,Salerno
065104,2,11,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,3,0.29,065,15,Campania,Salerno
065104,2,12,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,3,0.29,065,15,Campania,Salerno
065104,2,13,16,NOI CAMPANI,7-20200920000000-16-072.png,1,0.10,065,15,Campania,Salerno
065104,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065104,7,0,8,FORZA ITALIA,7-20200920000000-8-072.png,126,12.02,065,15,Campania,Salerno
065104,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,55,5.25,065,15,Campania,Salerno
065104,7,2,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,39,3.72,065,15,Campania,Salerno
065104,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,24,2.29,065,15,Campania,Salerno
065104,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,2,0.19,065,15,Campania,Salerno
065104,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,1,0.10,065,15,Campania,Salerno
065104,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,33,3.15,065,15,Campania,Salerno
065104,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,5,0.48,065,15,Campania,Salerno
065104,5,0,13,TERRA,7-20200920000000-13-072.png,1,0.10,065,15,Campania,Salerno
065104,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065105,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,123,20.07,065,15,Campania,Salerno
065105,2,1,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,97,15.82,065,15,Campania,Salerno
065105,2,2,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,75,12.23,065,15,Campania,Salerno
065105,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,60,9.79,065,15,Campania,Salerno
065105,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,54,8.81,065,15,Campania,Salerno
065105,2,5,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,40,6.53,065,15,Campania,Salerno
065105,2,6,15,ITALIA VIVA,7-20200920000000-15-072.png,18,2.94,065,15,Campania,Salerno
065105,2,7,16,NOI CAMPANI,7-20200920000000-16-072.png,9,1.47,065,15,Campania,Salerno
065105,2,8,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,9,1.47,065,15,Campania,Salerno
065105,2,9,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,6,0.98,065,15,Campania,Salerno
065105,2,10,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,1,0.16,065,15,Campania,Salerno
065105,2,11,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,1,0.16,065,15,Campania,Salerno
065105,2,12,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,1,0.16,065,15,Campania,Salerno
065105,2,13,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,0,0,065,15,Campania,Salerno
065105,2,14,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,0,0,065,15,Campania,Salerno
065105,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,74,12.07,065,15,Campania,Salerno
065105,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,17,2.77,065,15,Campania,Salerno
065105,7,2,8,FORZA ITALIA,7-20200920000000-8-072.png,10,1.63,065,15,Campania,Salerno
065105,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,5,0.82,065,15,Campania,Salerno
065105,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,1,0.16,065,15,Campania,Salerno
065105,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,1,0.16,065,15,Campania,Salerno
065105,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,10,1.63,065,15,Campania,Salerno
065105,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,1,0.16,065,15,Campania,Salerno
065105,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065105,5,0,13,TERRA,7-20200920000000-13-072.png,0,0,065,15,Campania,Salerno
065106,2,0,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,1387,40.70,065,15,Campania,Salerno
065106,2,1,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,493,14.47,065,15,Campania,Salerno
065106,2,2,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,180,5.28,065,15,Campania,Salerno
065106,2,3,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,166,4.87,065,15,Campania,Salerno
065106,2,4,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,141,4.14,065,15,Campania,Salerno
065106,2,5,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,74,2.17,065,15,Campania,Salerno
065106,2,6,15,ITALIA VIVA,7-20200920000000-15-072.png,69,2.02,065,15,Campania,Salerno
065106,2,7,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,47,1.38,065,15,Campania,Salerno
065106,2,8,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,47,1.38,065,15,Campania,Salerno
065106,2,9,16,NOI CAMPANI,7-20200920000000-16-072.png,41,1.20,065,15,Campania,Salerno
065106,2,10,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,17,0.50,065,15,Campania,Salerno
065106,2,11,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,17,0.50,065,15,Campania,Salerno
065106,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,9,0.26,065,15,Campania,Salerno
065106,2,13,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,2,0.06,065,15,Campania,Salerno
065106,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065106,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,137,4.02,065,15,Campania,Salerno
065106,7,1,8,FORZA ITALIA,7-20200920000000-8-072.png,116,3.40,065,15,Campania,Salerno
065106,7,2,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,112,3.29,065,15,Campania,Salerno
065106,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,63,1.85,065,15,Campania,Salerno
065106,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,4,0.12,065,15,Campania,Salerno
065106,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,2,0.06,065,15,Campania,Salerno
065106,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,271,7.95,065,15,Campania,Salerno
065106,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,10,0.29,065,15,Campania,Salerno
065106,5,0,13,TERRA,7-20200920000000-13-072.png,3,0.09,065,15,Campania,Salerno
065106,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065107,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,416,49.35,065,15,Campania,Salerno
065107,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,79,9.37,065,15,Campania,Salerno
065107,7,2,8,FORZA ITALIA,7-20200920000000-8-072.png,13,1.54,065,15,Campania,Salerno
065107,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,4,0.47,065,15,Campania,Salerno
065107,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,1,0.12,065,15,Campania,Salerno
065107,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,0,0,065,15,Campania,Salerno
065107,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,95,11.27,065,15,Campania,Salerno
065107,2,1,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,38,4.51,065,15,Campania,Salerno
065107,2,2,15,ITALIA VIVA,7-20200920000000-15-072.png,37,4.39,065,15,Campania,Salerno
065107,2,3,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,36,4.27,065,15,Campania,Salerno
065107,2,4,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,26,3.08,065,15,Campania,Salerno
065107,2,5,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,15,1.78,065,15,Campania,Salerno
065107,2,6,16,NOI CAMPANI,7-20200920000000-16-072.png,13,1.54,065,15,Campania,Salerno
065107,2,7,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,13,1.54,065,15,Campania,Salerno
065107,2,8,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,12,1.42,065,15,Campania,Salerno
065107,2,9,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,8,0.95,065,15,Campania,Salerno
065107,2,10,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,3,0.36,065,15,Campania,Salerno
065107,2,11,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,2,0.24,065,15,Campania,Salerno
065107,2,12,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,2,0.24,065,15,Campania,Salerno
065107,2,13,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,1,0.12,065,15,Campania,Salerno
065107,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065107,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,25,2.97,065,15,Campania,Salerno
065107,5,0,13,TERRA,7-20200920000000-13-072.png,2,0.24,065,15,Campania,Salerno
065107,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,2,0.24,065,15,Campania,Salerno
065107,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065108,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,663,19.39,065,15,Campania,Salerno
065108,2,1,15,ITALIA VIVA,7-20200920000000-15-072.png,420,12.28,065,15,Campania,Salerno
065108,2,2,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,407,11.90,065,15,Campania,Salerno
065108,2,3,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,404,11.81,065,15,Campania,Salerno
065108,2,4,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,267,7.81,065,15,Campania,Salerno
065108,2,5,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,155,4.53,065,15,Campania,Salerno
065108,2,6,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,114,3.33,065,15,Campania,Salerno
065108,2,7,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,101,2.95,065,15,Campania,Salerno
065108,2,8,16,NOI CAMPANI,7-20200920000000-16-072.png,90,2.63,065,15,Campania,Salerno
065108,2,9,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,13,0.38,065,15,Campania,Salerno
065108,2,10,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,10,0.29,065,15,Campania,Salerno
065108,2,11,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,10,0.29,065,15,Campania,Salerno
065108,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,10,0.29,065,15,Campania,Salerno
065108,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,10,0.29,065,15,Campania,Salerno
065108,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,5,0.15,065,15,Campania,Salerno
065108,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,211,6.17,065,15,Campania,Salerno
065108,7,1,8,FORZA ITALIA,7-20200920000000-8-072.png,170,4.97,065,15,Campania,Salerno
065108,7,2,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,130,3.80,065,15,Campania,Salerno
065108,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,32,0.94,065,15,Campania,Salerno
065108,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,0,0,065,15,Campania,Salerno
065108,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,0,0,065,15,Campania,Salerno
065108,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,173,5.06,065,15,Campania,Salerno
065108,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,12,0.35,065,15,Campania,Salerno
065108,5,0,13,TERRA,7-20200920000000-13-072.png,11,0.32,065,15,Campania,Salerno
065108,1,0,26,TERZO POLO,7-20200920000000-26-072.png,2,0.06,065,15,Campania,Salerno
065109,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,142,21.58,065,15,Campania,Salerno
065109,2,1,15,ITALIA VIVA,7-20200920000000-15-072.png,80,12.16,065,15,Campania,Salerno
065109,2,2,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,69,10.49,065,15,Campania,Salerno
065109,2,3,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,61,9.27,065,15,Campania,Salerno
065109,2,4,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,52,7.90,065,15,Campania,Salerno
065109,2,5,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,15,2.28,065,15,Campania,Salerno
065109,2,6,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,9,1.37,065,15,Campania,Salerno
065109,2,7,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,4,0.61,065,15,Campania,Salerno
065109,2,8,16,NOI CAMPANI,7-20200920000000-16-072.png,3,0.46,065,15,Campania,Salerno
065109,2,9,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,2,0.30,065,15,Campania,Salerno
065109,2,10,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,1,0.15,065,15,Campania,Salerno
065109,2,11,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,1,0.15,065,15,Campania,Salerno
065109,2,12,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,1,0.15,065,15,Campania,Salerno
065109,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,1,0.15,065,15,Campania,Salerno
065109,2,14,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,0,0,065,15,Campania,Salerno
065109,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,86,13.07,065,15,Campania,Salerno
065109,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,40,6.08,065,15,Campania,Salerno
065109,7,2,8,FORZA ITALIA,7-20200920000000-8-072.png,40,6.08,065,15,Campania,Salerno
065109,7,3,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-072.png,6,0.91,065,15,Campania,Salerno
065109,7,4,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,4,0.61,065,15,Campania,Salerno
065109,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-072.png,1,0.15,065,15,Campania,Salerno
065109,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-072.png,32,4.86,065,15,Campania,Salerno
065109,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-072.png,7,1.06,065,15,Campania,Salerno
065109,5,0,13,TERRA,7-20200920000000-13-072.png,1,0.15,065,15,Campania,Salerno
065109,1,0,26,TERZO POLO,7-20200920000000-26-072.png,0,0,065,15,Campania,Salerno
065110,2,0,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-072.png,21,12.35,065,15,Campania,Salerno
065110,2,1,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-072.png,18,10.59,065,15,Campania,Salerno
065110,2,2,4,PARTITO DEMOCRATICO,7-20200920000000-4-072.png,15,8.82,065,15,Campania,Salerno
065110,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-072.png,11,6.47,065,15,Campania,Salerno
065110,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-072.png,6,3.53,065,15,Campania,Salerno
065110,2,5,5,CAMPANIA LIBERA,7-20200920000000-5-072.png,5,2.94,065,15,Campania,Salerno
065110,2,6,14,+CAMPANIA IN EUROPA,7-20200920000000-14-072.png,5,2.94,065,15,Campania,Salerno
065110,2,7,15,ITALIA VIVA,7-20200920000000-15-072.png,2,1.18,065,15,Campania,Salerno
065110,2,8,16,NOI CAMPANI,7-20200920000000-16-072.png,1,0.59,065,15,Campania,Salerno
065110,2,9,10,CENTRO DEMOCRATICO,7-20200920000000-10-072.png,1,0.59,065,15,Campania,Salerno
065110,2,10,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-072.png,0,0,065,15,Campania,Salerno
065110,2,11,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-072.png,0,0,065,15,Campania,Salerno
065110,2,12,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-072.png,0,0,065,15,Campania,Salerno
065110,2,13,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-072.png,0,0,065,15,Campania,Salerno
065110,2,14,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-072.png,0,0,065,15,Campania,Salerno
065110,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-072.png,29,17.06,065,15,Campania,Salerno
065110,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-072.png,20,11.76,065,15,Campania,Salerno
065110,7,2,8,FORZA ITALIA,7-20200920000000-8-072.png,19,11.18,065,15,Campania,Salerno
065110,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-072.png,7,4.12,065,15,Campania,Salerno
